month,pct_id,total_doac_items,total_doac_warfain,calc_value
2018-06-01,06P,1500,3587,0.41817674937273486
2018-09-01,06P,1482,3488,0.4248853211009174
2016-11-01,07H,2274,9686,0.2347718356390667
2016-09-01,07H,2122,9804,0.2164422684618523
2018-11-01,10C,1238,2787,0.444205238607822
2016-07-01,10C,478,2451,0.19502243982048142
2016-03-01,10C,368,2355,0.1562632696390658
2015-09-01,10L,447,4151,0.10768489520597446
2015-12-01,10L,619,4637,0.13349148156135432
2016-05-01,10L,737,4168,0.17682341650671785
2020-05-01,14L,6409,10692,0.5994201271979049
2020-03-01,26A,22838,41696,0.5477264006139677
2019-12-01,26A,21465,39809,0.5391996784646688
2020-02-01,26A,20212,36170,0.5588056400331767
2019-03-01,26A,17505,36477,0.47989143844066123
2016-06-01,26A,5997,32663,0.18360224106787496
2020-01-01,26A,21529,38993,0.5521247403380094
2016-02-01,99A,1688,11563,0.14598287641615498
2016-10-01,99A,2737,12262,0.22320991681618008
2016-01-01,99A,1651,11493,0.14365265813973724
2019-05-01,99M,3125,6212,0.503058596265293
2019-11-01,99M,3120,5762,0.5414786532454009
2019-02-01,99M,2639,5491,0.4806046257512293
2019-07-01,99M,2920,5631,0.5185579825963417
2019-10-01,99M,3138,5940,0.5282828282828282
2018-08-01,99M,2646,6101,0.4336993935420423
2019-04-01,99M,2751,5554,0.4953186892329852
2019-08-01,99M,3283,6323,0.5192155622331172
2016-08-01,00Q,707,3080,0.22954545454545455
2018-12-01,00Q,1824,3664,0.4978165938864629
2018-11-01,00Q,1755,3571,0.49145897507700925
2018-10-01,00Q,1844,3778,0.4880889359449444
2016-10-01,00Q,766,2982,0.25687458081824277
2019-04-01,00V,2521,4730,0.5329809725158562
2019-11-01,00V,2772,4807,0.5766590389016019
2019-12-01,00V,2847,4902,0.5807833537331701
2019-03-01,00V,2589,4923,0.5258988421694089
2017-07-01,01A,3001,8694,0.3451805843110191
2017-08-01,01A,3247,9157,0.3545921153216119
2017-04-01,01A,2706,8674,0.3119667973253401
2018-06-01,01A,4221,9393,0.4493771957840945
2018-08-01,01H,5015,10835,0.4628518689432395
2018-03-01,01H,4439,10532,0.4214774022028105
2018-04-01,01H,4401,10273,0.42840455563126645
2020-04-01,01H,7194,11651,0.6174577289503047
2018-05-01,01H,4607,10545,0.4368895211000474
2017-01-01,01K,2550,9000,0.2833333333333333
2015-10-01,02E,587,4388,0.1337739288969918
2020-05-01,02E,3440,5390,0.6382189239332097
2017-05-01,03J,1505,4636,0.3246333045729077
2015-11-01,03K,648,4606,0.14068606165870604
2016-01-01,05G,1025,6142,0.1668837512211006
2016-12-01,05G,1822,6829,0.2668033387025919
2020-02-01,05H,3280,5485,0.5979945305378305
2019-02-01,05R,4256,8230,0.5171324422843256
2018-07-01,05R,3989,8768,0.4549498175182482
2017-02-01,05W,2106,7147,0.2946690919266825
2017-06-01,05W,2718,8173,0.33255842407928543
2016-03-01,05W,1366,7514,0.18179398456215065
2016-09-01,05X,840,3381,0.2484472049689441
2018-09-01,05X,1672,3541,0.4721829991527817
2015-09-01,05Y,822,6634,0.12390714501055171
2015-07-01,06F,1192,11021,0.10815715452318302
2019-05-01,06H,15155,27979,0.5416562421816362
2019-10-01,06H,16279,28550,0.5701926444833625
2020-01-01,06H,16657,28128,0.5921857224118316
2015-12-01,06K,2913,19726,0.14767312176822467
2017-11-01,06K,7606,19999,0.38031901595079753
2018-02-01,06K,7455,18239,0.40873951422775373
2019-07-01,06K,11283,20522,0.5498002144040541
2019-01-01,06K,10659,21065,0.5060052219321148
2017-09-01,06P,1198,3273,0.3660250534677666
2017-10-01,06P,1312,3476,0.37744533947065595
2020-03-01,07K,6013,10190,0.5900883218842002
2016-11-01,08E,1075,4071,0.2640628838123311
2016-07-01,08E,911,4113,0.2214928276197423
2015-08-01,08E,421,3591,0.11723753829016986
2019-06-01,14L,5346,9827,0.5440113971710593
2020-07-01,15A,8184,12650,0.6469565217391304
2020-06-01,15A,7784,12211,0.6374580296454017
2019-08-01,15D,5394,9699,0.5561398082276523
2019-09-01,15D,5016,8908,0.5630893578805568
2016-06-01,15D,1633,7749,0.21073686927345464
2016-02-01,15D,1291,7381,0.17490854897710337
2018-01-01,15D,3353,8331,0.4024726923538591
2017-12-01,27D,8716,22676,0.38437114129476097
2017-03-01,27D,6777,21978,0.3083538083538084
2016-04-01,99E,1156,6051,0.19104280284250538
2016-05-01,99E,1151,5714,0.20143507175358769
2020-07-01,00T,5168,7393,0.6990396320844041
2015-08-01,00V,596,3719,0.16025813390696425
2016-09-01,00V,1174,3948,0.29736575481256333
2016-11-01,00V,1321,4215,0.31340450771055756
2017-06-01,00X,1605,4062,0.3951255539143279
2020-03-01,00X,3312,5233,0.6329065545576151
2015-12-01,01D,874,4570,0.1912472647702407
2015-10-01,01H,1666,9425,0.17676392572944297
2019-09-01,01V,2883,4630,0.6226781857451403
2018-02-01,01X,2628,5507,0.47721082258943165
2015-07-01,01X,853,5655,0.1508399646330681
2016-06-01,02G,690,2637,0.2616609783845279
2018-01-01,02H,3444,7417,0.46433868140757717
2018-05-01,02Q,2187,4339,0.5040331873703618
2019-05-01,02X,5878,9899,0.5937973532680069
2017-03-01,03K,2005,5553,0.3610660904015847
2019-04-01,03K,3601,6061,0.594126381785184
2017-08-01,03K,2225,5360,0.41511194029850745
2018-03-01,03Q,4907,10100,0.48584158415841583
2017-11-01,03Q,4439,9910,0.4479313824419778
2019-03-01,05V,2693,4612,0.5839115351257589
2018-12-01,06Q,7024,12524,0.5608431810923028
2018-06-01,06Q,5912,11491,0.5144896005569576
2017-09-01,06Q,4602,10833,0.42481307117142064
2016-07-01,06Q,2773,10142,0.2734174718990337
2016-08-01,06Q,2925,10237,0.2857282406955163
2020-01-01,07L,2610,4048,0.6447628458498024
2018-10-01,07L,2063,3744,0.5510149572649573
2018-07-01,07P,2393,4560,0.524780701754386
2017-01-01,07P,1205,3565,0.3380084151472651
2020-04-01,07T,1917,2859,0.670514165792235
2016-10-01,07T,696,2276,0.30579964850615116
2019-08-01,08E,2961,4852,0.6102638087386645
2016-03-01,08M,639,2761,0.231437884824339
2019-12-01,08M,2984,4724,0.6316680779000847
2019-11-01,08M,2909,4596,0.6329416884247171
2018-09-01,09D,3031,5588,0.5424123120973514
2016-04-01,11J,6246,25895,0.2412048658042093
2016-01-01,11J,5067,24501,0.20680788539243297
2019-02-01,11N,11035,19168,0.575699081803005
2019-01-01,11N,11903,20773,0.5730034178982333
2015-09-01,14L,1455,8476,0.1716611609249646
2016-12-01,14Y,4386,13648,0.32136576787807736
2017-12-01,15M,10229,22587,0.4528711205560721
2017-04-01,15N,14123,38039,0.3712768474460422
2017-05-01,15N,15737,41015,0.38368889430696085
2016-02-01,36L,4275,19576,0.21837964854924397
2015-11-01,70F,4380,23393,0.18723549779848672
2017-07-01,72Q,10269,25152,0.4082776717557252
2017-10-01,72Q,11258,25578,0.4401438736414106
2017-02-01,72Q,7892,22317,0.3536317605412914
2018-04-01,72Q,12915,25954,0.49761115820297447
2019-07-01,78H,12534,20555,0.609778642666018
2019-10-01,78H,14045,22508,0.6240003554291808
2016-05-01,78H,4305,17136,0.2512254901960784
2020-05-01,84H,13855,20073,0.6902306580979425
2020-06-01,84H,14958,21445,0.6975052459780835
2018-08-01,92A,13417,25131,0.533882455930922
2018-11-01,92A,13596,24440,0.5563011456628478
2019-06-01,97R,11960,19749,0.6056002835586612
2020-02-01,97R,12803,19679,0.6505920016260989
2020-04-01,00L,9608,12903,0.7446330310780439
2020-06-01,00L,9381,12231,0.7669855285749325
2020-01-01,00N,4220,5890,0.7164685908319185
2020-07-01,00N,4744,6172,0.7686325340246274
2018-09-01,00N,3375,5428,0.6217759764185704
2016-08-01,00Y,1620,4307,0.37613187833759
2017-02-01,01E,1516,3350,0.4525373134328358
2018-06-01,01E,2303,3860,0.5966321243523316
2017-08-01,01E,1993,3877,0.5140572607686356
2019-08-01,01E,3338,4866,0.6859843814221126
2019-01-01,01E,2923,4523,0.6462524872871988
2019-04-01,01E,2918,4363,0.668805867522347
2018-12-01,01E,2949,4597,0.6415053295627583
2017-04-01,01E,1686,3587,0.470030666294954
2018-11-01,01G,4270,6733,0.6341898113768009
2018-04-01,01G,3644,6217,0.5861347917001769
2015-10-01,01G,1308,4868,0.2686935086277732
2019-06-01,01G,4473,6584,0.679374240583232
2016-03-01,01W,2272,6975,0.32573476702508963
2017-11-01,01W,4403,8180,0.5382640586797066
2017-12-01,01W,4426,8148,0.5432007854688267
2016-02-01,01Y,1425,4557,0.3127057274522712
2016-06-01,01Y,1772,5013,0.35348094953121884
2019-12-01,01Y,4078,5752,0.708970792767733
2016-09-01,01Y,1999,5162,0.3872530027121271
2015-11-01,03A,1256,4483,0.2801695293330359
2015-08-01,03A,1054,4268,0.24695407685098406
2020-05-01,03N,13501,17766,0.7599347067432174
2016-07-01,05L,3182,8555,0.37194623027469315
2017-07-01,05Q,2776,5484,0.5061998541210795
2018-03-01,05Q,3401,5932,0.5733310856372218
2018-02-01,05Q,2940,5182,0.567348514087225
2018-10-01,05Q,3904,6196,0.6300839251129761
2019-09-01,06T,8038,11524,0.697500867754252
2020-02-01,06T,8110,11192,0.7246247319513939
2019-05-01,07G,2866,4237,0.6764219966957753
2017-03-01,07Y,2001,4426,0.45210122006326253
2019-11-01,08V,2456,3470,0.7077809798270893
2015-12-01,08W,730,2541,0.2872884691066509
2019-03-01,10J,3310,4982,0.6643918105178643
2017-06-01,10K,2414,4963,0.4863993552286923
2016-10-01,10V,2180,5371,0.4058834481474586
2018-07-01,10V,3719,6120,0.6076797385620915
2020-03-01,11J,21382,30259,0.7066327373673948
2018-05-01,11X,10689,18212,0.586920711618713
2017-09-01,11X,9230,17752,0.5199414150518251
2018-01-01,11X,9951,17752,0.5605565570076612
2016-12-01,36J,5242,12552,0.41762268961121735
2016-11-01,36J,5312,12783,0.41555190487366034
2019-02-01,36L,17399,26730,0.6509165731387954
2016-04-01,52R,4730,14315,0.33042263360111773
2016-05-01,84H,5461,15809,0.3454361439686255
2015-07-01,84H,3646,15645,0.23304570150207735
2015-09-01,84H,3765,14780,0.2547361299052774
2017-01-01,91Q,19492,44073,0.44226624010164955
2019-07-01,91Q,35268,51187,0.6890030671850275
2017-10-01,92G,15065,28036,0.5373448423455557
2018-08-01,92G,18643,30197,0.6173792098552836
2017-05-01,92G,13542,27849,0.48626521598621136
2019-10-01,99C,5046,7213,0.6995702204353251
2016-01-01,99F,1385,4515,0.3067552602436323
2018-04-01,00V,2102,4585,0.4584514721919302
2018-02-01,00V,1816,4062,0.44707040866568193
2020-07-01,00X,3294,4916,0.6700569568755086
2017-03-01,01D,1532,4590,0.3337690631808279
2016-12-01,01H,3099,10611,0.2920554141928188
2020-02-01,01J,2922,4732,0.6174978867286559
2019-04-01,01J,2742,4899,0.5597060624617268
2015-11-01,01J,688,4204,0.1636536631779258
2018-11-01,01J,2524,4942,0.5107244030756779
2017-08-01,01J,1823,4850,0.37587628865979383
2018-12-01,01J,2590,4933,0.5250354753699574
2020-06-01,01J,3377,5058,0.6676551996836695
2019-11-01,02E,3223,5379,0.5991820040899796
2019-02-01,02E,2705,4994,0.5416499799759712
2018-06-01,02G,1328,2806,0.47327156094084105
2018-09-01,02G,1363,2750,0.49563636363636365
2016-07-01,03F,1732,7054,0.24553444853983555
2019-10-01,03H,3633,6113,0.5943072141338132
2020-01-01,03H,3692,6043,0.6109548237630316
2016-03-01,03J,859,4163,0.20634158059092
2016-05-01,03J,887,3987,0.22247303737145724
2016-08-01,03K,1362,5222,0.26081960934507853
2016-01-01,04F,667,3597,0.18543230469835975
2015-12-01,04F,691,4099,0.16857770187850696
2015-10-01,04V,1208,7728,0.15631469979296067
2016-04-01,04V,1737,8101,0.214417973089742
2019-05-01,05H,2991,5306,0.5637014700339239
2017-02-01,05N,2423,7509,0.3226794513250766
2018-07-01,05N,4626,9642,0.47977598008711886
2018-08-01,05N,4811,9742,0.4938411003900636
2019-06-01,05N,5330,9318,0.5720111611933891
2017-04-01,05N,2757,7952,0.34670523138833
2019-03-01,05N,5256,9588,0.5481852315394243
2019-12-01,05N,6227,10417,0.5977728712681194
2015-08-01,05R,988,7018,0.14078084924479908
2020-03-01,05R,6143,10183,0.6032603358538741
2016-11-01,05X,959,3320,0.288855421686747
2015-09-01,05X,431,2947,0.14625042416016287
2018-03-01,05X,1677,3740,0.4483957219251337
2016-02-01,06P,608,3115,0.19518459069020866
2020-05-01,07L,2388,3620,0.6596685082872928
2017-12-01,07T,1065,2524,0.42194928684627575
2016-06-01,07T,545,2320,0.2349137931034483
2018-05-01,08E,2111,4548,0.4641600703605981
2017-05-01,08E,1554,4372,0.35544373284537967
2015-07-01,11J,3372,25705,0.1311807041431628
2017-01-01,14L,2680,8667,0.30921887619706934
2016-10-01,14L,2307,8317,0.27738367199711433
2016-09-01,14L,2402,8953,0.2682899586730705
2017-09-01,14Y,5318,13502,0.3938675751740483
2018-10-01,15A,6135,12130,0.5057708161582852
2017-06-01,15A,4127,11346,0.36374052529525824
2017-07-01,15A,4172,10971,0.3802752711694467
2019-08-01,15A,7264,12501,0.5810735141188705
2019-09-01,15A,6740,11497,0.5862398886666087
2018-01-01,15A,4958,11407,0.4346453931796265
2017-11-01,15A,4602,11245,0.4092485549132948
2017-10-01,15A,4473,10927,0.40935297885970534
2019-01-01,15A,6468,12218,0.5293828777213947
2019-07-01,70F,15151,26063,0.5813221808694318
2020-04-01,70F,18489,28696,0.6443058265960413
2018-04-01,00T,3632,6902,0.5262242828165749
2018-02-01,00T,3292,6456,0.509913258983891
2017-03-01,00X,1617,4058,0.39847215377033024
2016-08-01,01F,1075,3289,0.32684706597750074
2018-01-01,01V,2143,4295,0.4989522700814901
2016-12-01,02H,2537,7019,0.3614474996438239
2016-10-01,02H,2301,6569,0.3502816258182372
2017-08-01,02P,4177,9321,0.4481278832743268
2017-10-01,02Q,1897,4005,0.47365792759051184
2017-05-01,02Q,1631,3900,0.41820512820512823
2017-09-01,02X,4044,8842,0.457362587649853
2017-04-01,03A,2035,4986,0.40814279983955076
2019-01-01,03A,3715,6271,0.5924095040663371
2015-09-01,03H,907,4432,0.2046480144404332
2018-07-01,03W,5295,9619,0.550473022143674
2017-02-01,04C,1780,4568,0.38966725043782835
2017-11-01,04C,2609,5448,0.47889133627019087
2020-02-01,04V,7143,10470,0.6822349570200573
2020-07-01,04V,8559,11832,0.7233772819472617
2020-05-01,04Y,2614,3664,0.7134279475982532
2017-06-01,04Y,1385,3239,0.4276011114541525
2016-02-01,05D,558,2182,0.25572868927589365
2019-03-01,05L,5800,9524,0.6089878202435951
2020-04-01,05V,3589,5120,0.7009765625
2016-07-01,06A,1563,5012,0.3118515562649641
2017-07-01,06A,2445,5515,0.443336355394379
2016-03-01,06A,1267,4717,0.2686029255882976
2019-07-01,06A,4045,6358,0.6362063541994338
2016-11-01,06A,1930,5382,0.35860274990709773
2019-10-01,06A,4664,7129,0.6542292046570346
2020-01-01,06A,4843,7197,0.672919271918855
2016-09-01,06A,1743,5150,0.3384466019417476
2020-06-01,06H,19361,26798,0.7224792894992164
2019-08-01,06Q,7990,12399,0.6444068070005645
2016-04-01,07L,911,3296,0.27639563106796117
2015-08-01,07L,508,2622,0.19374523264683446
2015-12-01,07L,772,3389,0.22779580997344348
2016-01-01,07Y,890,3539,0.2514834699067533
2018-12-01,08M,2537,4339,0.5846969347775985
2015-10-01,08V,439,2058,0.21331389698736639
2019-11-01,09D,3989,6040,0.660430463576159
2015-07-01,09D,843,4579,0.18410133216859575
2018-10-01,09D,3485,6058,0.5752723671178607
2020-03-01,10K,4159,6287,0.6615237792269762
2018-05-01,11J,14805,27740,0.5337058399423216
2018-03-01,11J,14100,27337,0.515784467937228
2016-05-01,12F,2875,9915,0.28996469994957136
2016-06-01,12F,3103,10309,0.3009991269764284
2015-11-01,15M,3898,17570,0.22185543540125213
2017-01-01,16C,7066,18684,0.3781845429244273
2019-06-01,16C,13037,20616,0.6323729142413659
2019-12-01,16C,14665,22126,0.6627949019253367
2018-06-01,18C,11890,21986,0.5407986900755026
2018-08-01,18C,13098,23346,0.5610382934978154
2017-12-01,18C,10768,22200,0.48504504504504503
2018-11-01,84H,11859,20429,0.58049831122424
2019-05-01,99F,3337,5372,0.6211839166046166
2019-09-01,99F,3212,4957,0.6479725640508373
2019-02-01,99F,2861,4761,0.6009241755933628
2019-04-01,99F,3090,4993,0.6188664129781695
2018-09-01,99G,2218,3910,0.5672634271099745
2017-11-01,00L,5655,10098,0.5600118835412953
2018-04-01,00L,6040,10050,0.6009950248756218
2018-02-01,00L,5311,9097,0.5838188413762779
2020-01-01,00L,8978,12312,0.7292072774528915
2019-03-01,00N,3711,5502,0.6744820065430752
2018-03-01,00N,3023,5119,0.5905450283258449
2020-03-01,01E,3845,5357,0.7177524733992906
2016-02-01,01G,1647,4900,0.3361224489795918
2016-03-01,01G,1763,5046,0.3493856520015854
2016-04-01,01G,1853,5163,0.3588998644199109
