month,pct,doacs,perc_doacs
2012-08-01,07L,9,0.37468776019983346
2012-08-01,07M,29,0.7212136284506341
2012-08-01,07N,11,0.3902092940759134
2012-08-01,07P,3,0.12219959266802445
2012-08-01,07Q,6,0.13440860215053765
2012-08-01,07R,7,0.36496350364963503
2012-08-01,07T,28,1.6009148084619784
2012-08-01,07V,4,0.1141552511415525
2012-08-01,07W,19,0.6624825662482566
2012-08-01,07X,1,0.029069767441860465
2012-08-01,07Y,5,0.20300446609825418
2012-08-01,08A,2,0.08488964346349745
2012-08-01,08C,23,1.5405224380442064
2012-08-01,08D,8,0.37541060534960113
2012-08-01,08E,6,0.20597322348094746
2012-08-01,08F,6,0.2390438247011952
2012-08-01,08G,8,0.24630541871921183
2012-08-01,08H,3,0.21536252692031585
2012-08-01,08J,4,0.21253985122210414
2012-08-01,08K,16,0.6802721088435374
2012-08-01,08L,5,0.19584802193497847
2012-08-01,08M,1,0.04701457451810061
2012-08-01,08N,5,0.22935779816513763
2012-08-01,08P,7,0.30864197530864196
2012-08-01,08Q,8,0.3798670465337132
2012-08-01,08R,3,0.12679628064243448
2012-08-01,08T,9,0.3427265803503427
2012-08-01,08V,0,0.0
2012-08-01,08W,8,0.43931905546403077
2012-08-01,08X,9,0.36900369003690037
2012-08-01,08Y,9,0.5504587155963303
2012-08-01,09A,34,2.0047169811320753
2012-08-01,09C,49,2.269569245020843
2012-08-01,09D,10,0.3022061045633122
2012-08-01,09E,51,4.6660567246111615
2012-08-01,09F,64,1.3190436933223413
2012-08-01,09G,39,0.3217556307235377
2012-08-01,09H,4,0.17513134851138354
2012-08-01,09J,18,0.5115089514066496
2012-08-01,09L,8,0.3013182674199623
2012-08-01,09N,35,0.857422831945125
2012-08-01,09P,55,1.0893246187363834
2012-08-01,09W,29,0.4946273238956166
2012-08-01,09X,18,0.5446293494704992
2012-08-01,09Y,28,0.5751848808545604
2012-08-01,10A,43,7.6512455516014235
2012-08-01,10C,12,0.8856088560885609
2012-08-01,10D,14,0.7150153217568949
2012-08-01,10E,54,2.3725834797891037
2012-08-01,10J,31,1.1805026656511806
2012-08-01,10K,37,0.9822139633660737
2012-08-01,10L,11,0.3548387096774194
2012-08-01,10Q,54,0.5779109589041096
2012-08-01,10R,22,0.7760141093474426
2012-08-01,10V,57,1.297223486572599
2012-08-01,10X,21,0.7342657342657343
2012-08-01,11A,102,1.0044313146233381
2012-08-01,11D,2,2.941176470588235
2012-08-01,11E,23,0.5955463490419471
2012-08-01,11J,40,0.20363488265539886
2012-08-01,11M,182,1.223200483903488
2012-08-01,11N,150,1.2590229981534329
2012-08-01,11X,794,5.861941675895165
2012-08-01,12D,33,0.6830883874974125
2012-08-01,12F,14,0.19167579408543264
2012-08-01,13T,127,1.744026366382862
2012-08-01,14L,23,0.33858383630207567
2012-08-01,14Y,50,0.5599731212901781
2012-08-01,15A,75,1.0755772264448586
2012-08-01,15C,695,4.996405463695183
2012-08-01,15D,27,0.5383848454636092
2012-08-01,15E,39,0.2705702788955182
2012-08-01,15F,18,0.13516557783284522
2012-08-01,15M,39,0.31327817495381155
2012-08-01,15N,274,0.9600560616678346
2012-08-01,99A,8,0.09043635541487678
2012-08-01,99C,42,1.2393036293892004
2012-08-01,99D,2,0.046565774155995346
2012-08-01,99E,8,0.19583843329253367
2012-08-01,99F,52,1.5444015444015444
2012-08-01,99G,41,1.5095729013254786
2012-08-01,99H,34,0.745123822046899
2012-08-01,99J,84,0.8713692946058091
2012-08-01,99K,18,0.5076142131979695
2012-08-01,99M,23,0.7037943696450428
2012-08-01,99N,116,1.072187817728071
2012-09-01,00C,49,3.6269430051813467
2012-09-01,00D,99,1.716961498439126
2012-09-01,00J,35,0.8297771455666193
2012-09-01,00K,43,0.8587976832434593
2012-09-01,00L,117,2.1820216337187617
2012-09-01,00M,93,1.6275813790689535
2012-09-01,00N,30,1.1290929619872037
2012-09-01,00P,62,1.3560804899387575
2012-09-01,00Q,2,0.1100715465052284
2012-09-01,00R,4,0.12380068090374496
2012-09-01,00T,67,1.7166282346912631
2012-09-01,00V,22,0.7798652959943283
2012-09-01,00X,11,0.5118659841786878
2012-09-01,00Y,5,0.2311604253351826
2012-09-01,01A,19,0.37438423645320196
2012-09-01,01C,15,0.3897116134060795
2012-09-01,01D,11,0.383008356545961
2012-09-01,01E,29,1.429275505174963
2012-09-01,01F,4,0.19694731659281145
2012-09-01,01G,18,0.5683612251341964
2012-09-01,01H,36,0.5457853244390539
2012-09-01,01J,13,0.37790697674418605
2012-09-01,01K,28,0.4627334324904975
2012-09-01,01R,6,0.18844221105527637
2012-09-01,01T,1,0.03403675970047651
2012-09-01,01V,6,0.26019080659150046
2012-09-01,01W,14,0.32021957913998167
2012-09-01,01X,12,0.299625468164794
2012-09-01,01Y,44,1.3064133016627077
2012-09-01,02A,16,0.6232956758862486
2012-09-01,02D,1,0.050352467270896276
2012-09-01,02E,9,0.3439052350019106
2012-09-01,02F,7,0.18533227429176596
2012-09-01,02G,0,0.0
2012-09-01,02H,11,0.2573099415204678
2012-09-01,02M,8,0.2133902373966391
2012-09-01,02N,22,0.6717557251908397
2012-09-01,02P,14,0.2707406691162251
2012-09-01,02Q,16,0.6449012494961709
2012-09-01,02R,35,1.330292664386165
2012-09-01,02T,43,1.521585279547063
2012-09-01,02W,13,4.207119741100324
2012-09-01,02X,13,0.22935779816513763
2012-09-01,02Y,59,0.7367632367632369
2012-09-01,03A,17,0.6348020911127707
2012-09-01,03D,38,0.9341199606686332
2012-09-01,03E,28,0.9491525423728813
2012-09-01,03F,16,0.3121951219512195
2012-09-01,03H,10,0.32404406999351915
2012-09-01,03J,6,0.21629416005767843
2012-09-01,03K,28,0.7905138339920948
2012-09-01,03L,12,0.36507453605111045
2012-09-01,03M,76,2.4351169496956104
2012-09-01,03N,100,1.108524553818867
2012-09-01,03Q,70,1.2431184514295863
2012-09-01,03R,9,0.11896893588896232
2012-09-01,03T,45,0.7468879668049793
2012-09-01,03V,0,0.0
2012-09-01,03W,8,0.16080402010050251
2012-09-01,04C,2,0.06093845216331505
2012-09-01,04D,14,0.3491271820448878
2012-09-01,04E,3,0.18303843807199513
2012-09-01,04F,23,1.0497489730716567
2012-09-01,04G,47,0.4681741209283793
2012-09-01,04H,4,0.2952029520295203
2012-09-01,04K,3,0.18315018315018314
2012-09-01,04L,5,0.4821600771456124
2012-09-01,04M,2,0.25348542458808615
2012-09-01,04N,2,0.21097046413502107
2012-09-01,04Q,8,0.2696326255476913
2012-09-01,04V,3,0.06482281763180639
2012-09-01,04Y,7,0.3546099290780142
2012-09-01,05A,23,0.34190575293592984
2012-09-01,05C,10,0.3206155819172812
2012-09-01,05D,6,0.41293874741913283
2012-09-01,05F,13,0.35249457700650755
2012-09-01,05G,4,0.09871668311944717
2012-09-01,05H,1,0.029877502240812665
2012-09-01,05J,15,0.684931506849315
2012-09-01,05L,42,0.737230121116377
2012-09-01,05N,12,0.24106066693451184
2012-09-01,05Q,14,0.43681747269890797
2012-09-01,05R,49,0.9047267355982275
2012-09-01,05T,80,1.6204172574437916
2012-09-01,05V,17,0.62569009937431
2012-09-01,05W,35,0.7296226808421931
2012-09-01,05X,5,0.23889154323936934
2012-09-01,05Y,2,0.047326076668244205
2012-09-01,06A,21,0.6780755569906362
2012-09-01,06D,4,0.27100271002710025
2012-09-01,06F,29,0.39873504743572113
2012-09-01,06H,24,0.1596169193934557
2012-09-01,06K,19,0.15628855803240932
2012-09-01,06L,15,0.17667844522968199
2012-09-01,06M,6,0.13850415512465375
2012-09-01,06N,52,0.6956521739130435
2012-09-01,06P,13,0.5914467697907189
2012-09-01,06Q,47,0.7427307206068268
2012-09-01,06T,18,0.23379659696064425
2012-09-01,06V,3,0.05538120731031936
2012-09-01,06W,9,0.33771106941838647
2012-09-01,06Y,7,0.14236322961155176
2012-09-01,07G,2,0.08054772452678212
2012-09-01,07H,13,0.19960079840319359
2012-09-01,07J,5,0.10582010582010583
2012-09-01,07K,25,0.48713951675759937
2012-09-01,07L,9,0.42293233082706766
2012-09-01,07M,26,0.7154650522839846
2012-09-01,07N,10,0.40273862263391064
2012-09-01,07P,2,0.08309098462816784
2012-09-01,07Q,7,0.1635896237438654
2012-09-01,07R,6,0.33519553072625696
2012-09-01,07T,21,1.259748050389922
2012-09-01,07V,3,0.09090909090909091
2012-09-01,07W,20,0.7674597083653107
2012-09-01,07X,4,0.12698412698412698
2012-09-01,07Y,4,0.17660044150110377
2012-09-01,08A,2,0.08658008658008658
2012-09-01,08C,21,1.4522821576763485
2012-09-01,08D,11,0.5186232909005186
2012-09-01,08E,6,0.22018348623853212
2012-09-01,08F,10,0.41753653444676403
2012-09-01,08G,9,0.29910269192422734
2012-09-01,08H,7,0.5315110098709187
2012-09-01,08J,6,0.31413612565445026
2012-09-01,08K,9,0.39875941515285773
2012-09-01,08L,3,0.12975778546712802
2012-09-01,08M,0,0.0
2012-09-01,08N,3,0.14684287812041116
2012-09-01,08P,6,0.27522935779816515
2012-09-01,08Q,5,0.2796420581655481
2012-09-01,08R,1,0.04306632213608958
2012-09-01,08T,12,0.47581284694686754
2012-09-01,08V,0,0.0
2012-09-01,08W,2,0.11474469305794606
2012-09-01,08X,16,0.6808510638297872
2012-09-01,08Y,17,1.0167464114832536
2012-09-01,09A,28,1.7104459376908978
2012-09-01,09C,43,2.1972406745017885
2012-09-01,09D,15,0.4667081518357187
2012-09-01,09E,55,5.05050505050505
2012-09-01,09F,61,1.3643480205770522
2012-09-01,09G,51,0.4595836712625033
2012-09-01,09H,6,0.27739251040221913
2012-09-01,09J,26,0.7866868381240545
2012-09-01,09L,14,0.6097560975609756
2012-09-01,09N,43,1.1732605729877217
2012-09-01,09P,52,1.0880937434609752
2012-09-01,09W,44,0.7739665787159191
2012-09-01,09X,19,0.5871446229913474
2012-09-01,09Y,17,0.3834874802616738
2012-09-01,10A,48,10.16949152542373
2012-09-01,10C,7,0.5147058823529411
2012-09-01,10D,16,0.9615384615384616
2012-09-01,10E,67,3.1618688060405855
2012-09-01,10J,33,1.3591433278418452
2012-09-01,10K,42,1.2048192771084338
2012-09-01,10L,7,0.2617801047120419
2012-09-01,10Q,61,0.703332180329759
2012-09-01,10R,27,0.9959424566580598
2012-09-01,10V,60,1.4958863126402393
2012-09-01,10X,16,0.5970149253731344
2012-09-01,11A,105,1.1237157534246576
2012-09-01,11D,1,1.5151515151515151
2012-09-01,11E,24,0.6874820968203953
2012-09-01,11J,59,0.3217889282792473
2012-09-01,11M,201,1.5042658284687922
2012-09-01,11N,176,1.5885910280711255
2012-09-01,11X,854,6.769181991122385
2012-09-01,12D,34,0.7640449438202248
2012-09-01,12F,19,0.2945736434108527
2012-09-01,13T,131,2.040498442367601
2012-09-01,14L,26,0.415202810603641
2012-09-01,14Y,67,0.7884208048952694
2012-09-01,15A,74,1.083613999121394
2012-09-01,15C,777,6.202107279693487
2012-09-01,15D,23,0.4826862539349423
2012-09-01,15E,54,0.3926701570680628
2012-09-01,15F,24,0.1930657227897997
2012-09-01,15M,54,0.46415678184631254
2012-09-01,15N,280,1.0560458625631741
2012-09-01,99A,11,0.13523481681829358
2012-09-01,99C,60,1.9423761735189382
2012-09-01,99D,2,0.04914004914004914
2012-09-01,99E,8,0.2127659574468085
2012-09-01,99F,48,1.5732546705998034
2012-09-01,99G,36,1.4018691588785046
2012-09-01,99H,50,1.1410314924691922
2012-09-01,99J,87,0.964095744680851
2012-09-01,99K,25,0.7361601884570083
2012-09-01,99M,27,0.8982035928143712
2012-09-01,99N,125,1.2526305241006113
2012-10-01,00C,50,3.506311360448808
2012-10-01,00D,120,1.8808777429467085
2012-10-01,00J,48,1.0407632263660018
2012-10-01,00K,46,0.8403361344537815
2012-10-01,00L,144,2.4922118380062304
2012-10-01,00M,102,1.6193046515319893
2012-10-01,00N,34,1.0992563853863564
2012-10-01,00P,76,1.4609765474817378
2012-10-01,00Q,4,0.18867924528301888
2012-10-01,00R,6,0.16680567139282734
2012-10-01,00T,107,2.4318181818181817
2012-10-01,00V,24,0.82930200414651
2012-10-01,00X,16,0.6875805758487323
2012-10-01,00Y,6,0.2556455048998722
2012-10-01,01A,26,0.46645138141370646
2012-10-01,01C,14,0.3248259860788863
2012-10-01,01D,13,0.4294681202510736
2012-10-01,01E,36,1.6957136128120585
2012-10-01,01F,6,0.2803738317757009
2012-10-01,01G,21,0.6388804380894433
2012-10-01,01H,53,0.7410514541387024
2012-10-01,01J,18,0.473310544307126
2012-10-01,01K,52,0.8017267961763799
2012-10-01,01R,9,0.25245441795231416
2012-10-01,01T,5,0.1577784790154623
2012-10-01,01V,3,0.12679628064243448
2012-10-01,01W,30,0.6231823847112589
2012-10-01,01X,7,0.17203244040304744
2012-10-01,01Y,41,1.1186903137789905
2012-10-01,02A,25,0.8815232722143864
2012-10-01,02D,1,0.04608294930875576
2012-10-01,02E,14,0.4817618719889883
2012-10-01,02F,7,0.18592297476759628
2012-10-01,02G,0,0.0
2012-10-01,02H,14,0.3023105160872382
2012-10-01,02M,6,0.1534134492457172
2012-10-01,02N,28,0.7685973099094153
2012-10-01,02P,18,0.3086949065340422
2012-10-01,02Q,19,0.6894049346879536
2012-10-01,02R,40,1.3391362571141614
2012-10-01,02T,53,1.5741015741015743
2012-10-01,02W,10,3.717472118959108
2012-10-01,02X,23,0.37343724630621855
2012-10-01,02Y,75,0.8655510675129832
2012-10-01,03A,23,0.8075842696629214
2012-10-01,03D,51,1.1963406052076002
2012-10-01,03E,43,1.2928442573662058
2012-10-01,03F,19,0.3443276549474447
2012-10-01,03H,11,0.3073484213467449
2012-10-01,03J,9,0.29980013324450366
2012-10-01,03K,25,0.6325910931174089
2012-10-01,03L,19,0.5385487528344671
2012-10-01,03M,92,2.544951590594744
2012-10-01,03N,113,1.1331728840754112
2012-10-01,03Q,70,1.1589403973509933
2012-10-01,03R,15,0.17498833411105927
2012-10-01,03T,61,0.9208937198067633
2012-10-01,03V,0,0.0
2012-10-01,03W,11,0.19934758970641536
2012-10-01,04C,4,0.11706175007316359
2012-10-01,04D,19,0.4143044047099869
2012-10-01,04E,3,0.16260162601626016
2012-10-01,04F,36,1.550387596899225
2012-10-01,04G,60,0.5551443375277573
2012-10-01,04H,6,0.42194092827004215
2012-10-01,04K,6,0.33463469046291133
2012-10-01,04L,4,0.3639672429481347
2012-10-01,04M,3,0.36319612590799033
2012-10-01,04N,5,0.4930966469428008
2012-10-01,04Q,15,0.45399515738498786
2012-10-01,04V,8,0.1579778830963665
2012-10-01,04Y,12,0.5326231691078562
2012-10-01,05A,26,0.36066028575391873
2012-10-01,05C,16,0.4512126339537508
2012-10-01,05D,5,0.327653997378768
2012-10-01,05F,18,0.4659590991457417
2012-10-01,05G,10,0.22466861379465286
2012-10-01,05H,3,0.08457851705666761
2012-10-01,05J,22,0.9228187919463088
2012-10-01,05L,43,0.7183427998663549
2012-10-01,05N,28,0.5346572465151804
2012-10-01,05Q,21,0.6666666666666667
2012-10-01,05R,64,1.1030679076180627
2012-10-01,05T,105,1.7590886245602277
2012-10-01,05V,22,0.7508532423208191
2012-10-01,05W,44,0.8301886792452831
2012-10-01,05X,2,0.08806693086745927
2012-10-01,05Y,3,0.06185567010309278
2012-10-01,06A,26,0.6872852233676976
2012-10-01,06D,4,0.2373887240356083
2012-10-01,06F,30,0.39510075069142636
2012-10-01,06H,26,0.1597542242703533
2012-10-01,06K,30,0.22520831769386684
2012-10-01,06L,14,0.15002143163309042
2012-10-01,06M,13,0.2739148756847872
2012-10-01,06N,102,1.2944162436548223
2012-10-01,06P,17,0.7664562669071235
2012-10-01,06Q,82,1.1670936521491604
2012-10-01,06T,17,0.2103179512557219
2012-10-01,06V,14,0.25945144551519644
2012-10-01,06W,14,0.48392671966816453
2012-10-01,06Y,12,0.2263296869105998
2012-10-01,07G,1,0.03863987635239567
2012-10-01,07H,21,0.2965264049703474
2012-10-01,07J,10,0.1979414093428345
2012-10-01,07K,26,0.478733198306021
2012-10-01,07L,12,0.49566294919454773
2012-10-01,07M,36,0.8924144769459593
2012-10-01,07N,15,0.5703422053231939
2012-10-01,07P,3,0.11185682326621924
2012-10-01,07Q,8,0.17829284599955428
2012-10-01,07R,6,0.32292787944025836
2012-10-01,07T,31,1.7867435158501441
2012-10-01,07V,4,0.11334655709832814
2012-10-01,07W,31,1.1285038223516564
2012-10-01,07X,7,0.2019036631093164
2012-10-01,07Y,11,0.4377238360525269
2012-10-01,08A,2,0.08382229673093043
2012-10-01,08C,25,1.6578249336870028
2012-10-01,08D,17,0.7773205304069501
2012-10-01,08E,7,0.23497818059751593
2012-10-01,08F,6,0.23828435266084197
2012-10-01,08G,16,0.4965859714463066
2012-10-01,08H,6,0.4166666666666667
2012-10-01,08J,8,0.423728813559322
2012-10-01,08K,9,0.37174721189591076
2012-10-01,08L,5,0.19952114924181963
2012-10-01,08M,3,0.13774104683195593
2012-10-01,08N,7,0.31803725579282144
2012-10-01,08P,7,0.3015941404566997
2012-10-01,08Q,8,0.3805899143672693
2012-10-01,08R,2,0.08873114463176575
2012-10-01,08T,9,0.32810791104629966
2012-10-01,08V,1,0.06747638326585695
2012-10-01,08W,7,0.358974358974359
2012-10-01,08X,17,0.6890960680989056
2012-10-01,08Y,12,0.7001166861143524
2012-10-01,09A,26,1.4908256880733946
2012-10-01,09C,64,2.97951582867784
2012-10-01,09D,28,0.8
2012-10-01,09E,74,6.281833616298811
2012-10-01,09F,65,1.337448559670782
2012-10-01,09G,47,0.39403085177733066
2012-10-01,09H,10,0.4177109440267335
2012-10-01,09J,29,0.8019911504424779
2012-10-01,09L,11,0.42569659442724456
2012-10-01,09N,52,1.3228186212159756
2012-10-01,09P,71,1.4279967819790829
2012-10-01,09W,68,1.1503975638639825
2012-10-01,09X,30,0.8429334082607475
2012-10-01,09Y,37,0.7732497387669801
2012-10-01,10A,57,10.16042780748663
2012-10-01,10C,13,0.9818731117824773
2012-10-01,10D,18,0.9584664536741214
2012-10-01,10E,76,3.361344537815126
2012-10-01,10J,48,1.8320610687022902
2012-10-01,10K,57,1.5711135611907387
2012-10-01,10L,12,0.3755868544600939
2012-10-01,10Q,94,0.9808013355592655
2012-10-01,10R,47,1.6625397948355147
2012-10-01,10V,68,1.5847121883010955
2012-10-01,10X,22,0.7523939808481532
2012-10-01,11A,149,1.4959839357429718
2012-10-01,11D,0,0.0
2012-10-01,11E,59,1.4698555057299452
2012-10-01,11J,85,0.4319983736531815
2012-10-01,11M,255,1.7209961530674227
2012-10-01,11N,204,1.7088289495727926
2012-10-01,11X,1023,7.65374831662427
2012-10-01,12D,40,0.855981168414295
2012-10-01,12F,22,0.3065347638288978
2012-10-01,13T,178,2.4234172906739277
2012-10-01,14L,32,0.4685212298682284
2012-10-01,14Y,78,0.8607371441182963
2012-10-01,15A,83,1.1933860531991374
2012-10-01,15C,997,7.099117060666477
2012-10-01,15D,32,0.6698764915218757
2012-10-01,15E,56,0.3854625550660793
2012-10-01,15F,32,0.24056532852202678
2012-10-01,15M,83,0.6641593982555813
2012-10-01,15N,352,1.2296513658911479
2012-10-01,99A,9,0.10107816711590296
2012-10-01,99C,72,2.121390689451974
2012-10-01,99D,3,0.06746120980436249
2012-10-01,99E,14,0.33500837520938026
2012-10-01,99F,84,2.5127131319174394
2012-10-01,99G,65,2.3508137432188065
2012-10-01,99H,58,1.249192332543614
2012-10-01,99J,112,1.1536876802637
2012-10-01,99K,28,0.779510022271715
2012-10-01,99M,30,0.9038867128653209
2012-10-01,99N,186,1.718086089044892
2012-11-01,00C,54,3.597601598934044
2012-11-01,00D,117,1.858617950754567
2012-11-01,00J,47,0.9818257781491541
2012-11-01,00K,48,0.8437335208296712
2012-11-01,00L,168,2.88659793814433
2012-11-01,00M,130,1.968205904617714
2012-11-01,00N,50,1.6490765171503958
2012-11-01,00P,84,1.6181853207474475
2012-11-01,00Q,3,0.14691478942213515
2012-11-01,00R,12,0.3274215552523874
2012-11-01,00T,125,2.8768699654775602
2012-11-01,00V,41,1.3455858221201182
2012-11-01,00X,12,0.4942339373970346
2012-11-01,00Y,9,0.38843331894691413
2012-11-01,01A,29,0.5199928276851353
2012-11-01,01C,20,0.4657661853749418
2012-11-01,01D,14,0.45632333767926986
2012-11-01,01E,37,1.6122004357298474
2012-11-01,01F,11,0.4878048780487805
2012-11-01,01G,34,1.0442260442260443
2012-11-01,01H,59,0.7914151576123407
2012-11-01,01J,21,0.5557025668166181
2012-11-01,01K,40,0.5805515239477503
2012-11-01,01R,11,0.29948271167982576
2012-11-01,01T,3,0.09244992295839753
2012-11-01,01V,5,0.20128824476650561
2012-11-01,01W,28,0.5913410770855333
2012-11-01,01X,28,0.6617820846135665
2012-11-01,01Y,46,1.2561441835062808
2012-11-01,02A,39,1.3593586615545485
2012-11-01,02D,3,0.13531799729364005
2012-11-01,02E,17,0.5695142378559465
2012-11-01,02F,11,0.27438263906211025
2012-11-01,02G,2,0.11402508551881414
2012-11-01,02H,31,0.670995670995671
2012-11-01,02M,16,0.39930122285999503
2012-11-01,02N,36,0.96411355115158
2012-11-01,02P,23,0.4146385433567695
2012-11-01,02Q,30,1.0917030567685588
2012-11-01,02R,43,1.4625850340136055
2012-11-01,02T,50,1.5959144589849983
2012-11-01,02W,11,4.661016949152542
2012-11-01,02X,33,0.5233111322549953
2012-11-01,02Y,78,0.8771929824561403
2012-11-01,03A,28,0.9631922944616443
2012-11-01,03D,53,1.2206356517733763
2012-11-01,03E,36,1.139240506329114
2012-11-01,03F,19,0.34123563218390807
2012-11-01,03H,26,0.7458405048766494
2012-11-01,03J,25,0.8319467554076538
2012-11-01,03K,39,1.0143042912873863
2012-11-01,03L,26,0.7248396989127405
2012-11-01,03M,94,2.772043644942495
2012-11-01,03N,146,1.4843432289548597
2012-11-01,03Q,100,1.6778523489932886
2012-11-01,03R,28,0.343811394891945
2012-11-01,03T,71,1.0639892102502622
2012-11-01,03V,2,0.20876826722338201
2012-11-01,03W,20,0.3755868544600939
2012-11-01,04C,5,0.1481042654028436
2012-11-01,04D,30,0.6882312456985548
2012-11-01,04E,2,0.11086474501108648
2012-11-01,04F,42,1.740571902196436
2012-11-01,04G,109,0.9836657341395182
2012-11-01,04H,6,0.3976143141153081
2012-11-01,04K,10,0.5521811154058531
2012-11-01,04L,5,0.45330915684496825
2012-11-01,04M,1,0.12330456226880394
2012-11-01,04N,6,0.5725190839694656
2012-11-01,04Q,17,0.5102040816326531
2012-11-01,04V,14,0.26876559800345556
2012-11-01,04Y,19,0.8425720620842573
2012-11-01,05A,29,0.4007185297775322
2012-11-01,05C,13,0.3795620437956204
2012-11-01,05D,6,0.38436899423446513
2012-11-01,05F,21,0.5248687828042989
2012-11-01,05G,21,0.4712746858168761
2012-11-01,05H,5,0.14029180695847362
2012-11-01,05J,19,0.7783695206882425
2012-11-01,05L,54,0.8855362413906199
2012-11-01,05N,19,0.34875183553597655
2012-11-01,05Q,22,0.6819590824550528
2012-11-01,05R,79,1.343308961061044
2012-11-01,05T,113,1.9194836079497197
2012-11-01,05V,28,0.9373953799799128
2012-11-01,05W,44,0.8330177962892843
2012-11-01,05X,4,0.17028522775649213
2012-11-01,05Y,4,0.08543357539513029
2012-11-01,06A,23,0.6403118040089086
2012-11-01,06D,9,0.5217391304347827
2012-11-01,06F,39,0.48958071805171977
2012-11-01,06H,42,0.2540373797858828
2012-11-01,06K,46,0.33798677443056574
2012-11-01,06L,18,0.1954821894005213
2012-11-01,06M,11,0.23429179978700748
2012-11-01,06N,106,1.3696860059439204
2012-11-01,06P,12,0.5145797598627788
2012-11-01,06Q,90,1.2479201331114809
2012-11-01,06T,24,0.29017047515415306
2012-11-01,06V,19,0.3397711015736767
2012-11-01,06W,17,0.584192439862543
2012-11-01,06Y,18,0.3353204172876304
2012-11-01,07G,0,0.0
2012-11-01,07H,27,0.3796934327098861
2012-11-01,07J,18,0.35094560343146813
2012-11-01,07K,26,0.4738472753781666
2012-11-01,07L,11,0.4725085910652921
2012-11-01,07M,37,0.94147582697201
2012-11-01,07N,9,0.34403669724770647
2012-11-01,07P,3,0.12057877813504825
2012-11-01,07Q,7,0.15247222827270746
2012-11-01,07R,5,0.2730748225013654
2012-11-01,07T,25,1.4534883720930232
2012-11-01,07V,7,0.20028612303290413
2012-11-01,07W,21,0.7238883143743536
2012-11-01,07X,11,0.3276735180220435
2012-11-01,07Y,24,0.9032743695897629
2012-11-01,08A,3,0.13009540329575023
2012-11-01,08C,35,2.198492462311558
2012-11-01,08D,21,0.9726725335803612
2012-11-01,08E,6,0.19212295869356388
2012-11-01,08F,10,0.3756574004507889
2012-11-01,08G,17,0.5192425167990227
2012-11-01,08H,4,0.261437908496732
2012-11-01,08J,7,0.3393116820164809
2012-11-01,08K,16,0.6514657980456027
2012-11-01,08L,3,0.12401818933443572
2012-11-01,08M,1,0.04528985507246377
2012-11-01,08N,9,0.4257332071901609
2012-11-01,08P,11,0.4643309413254538
2012-11-01,08Q,13,0.6158218853623875
2012-11-01,08R,5,0.21450021450021448
2012-11-01,08T,6,0.22091310751104565
2012-11-01,08V,10,0.6697923643670463
2012-11-01,08W,9,0.4577822990844354
2012-11-01,08X,12,0.47904191616766467
2012-11-01,08Y,22,1.245753114382786
2012-11-01,09A,28,1.564245810055866
2012-11-01,09C,78,3.6228518346493264
2012-11-01,09D,31,0.9085580304806564
2012-11-01,09E,86,7.148794679966749
2012-11-01,09F,89,1.7965280581348406
2012-11-01,09G,57,0.45805207328833175
2012-11-01,09H,11,0.49172999552972735
2012-11-01,09J,38,1.0300894551368935
2012-11-01,09L,24,0.9002250562640659
2012-11-01,09N,58,1.4335145823035098
2012-11-01,09P,85,1.6543402101985207
2012-11-01,09W,87,1.478585995921142
2012-11-01,09X,39,1.1457109283196238
2012-11-01,09Y,46,0.9281678773204196
2012-11-01,10A,79,13.18864774624374
2012-11-01,10C,10,0.7288629737609329
2012-11-01,10D,28,1.4989293361884368
2012-11-01,10E,91,4.095409540954095
2012-11-01,10J,54,1.9679300291545192
2012-11-01,10K,66,1.7590618336886994
2012-11-01,10L,11,0.3569110966904607
2012-11-01,10Q,114,1.2092924578338815
2012-11-01,10R,48,1.6254656281747375
2012-11-01,10V,88,2.0027309968138374
2012-11-01,10X,30,1.0183299389002036
2012-11-01,11A,154,1.4819091608929946
2012-11-01,11D,1,2.0
2012-11-01,11E,60,1.564537157757497
2012-11-01,11J,86,0.437080707460866
2012-11-01,11M,306,2.0513508078031775
2012-11-01,11N,260,2.146808686318223
2012-11-01,11X,1140,8.210298883687432
2012-11-01,12D,56,1.1560693641618496
2012-11-01,12F,32,0.4443827246215803
2012-11-01,13T,218,3.0838873956712405
2012-11-01,14L,37,0.5474182571386299
2012-11-01,14Y,118,1.2835853366692047
2012-11-01,15A,114,1.5493340581679804
2012-11-01,15C,1229,8.623956213599046
2012-11-01,15D,34,0.6793206793206793
2012-11-01,15E,97,0.6608529772448563
2012-11-01,15F,38,0.2830961782015943
2012-11-01,15M,81,0.6439815550961997
2012-11-01,15N,442,1.5139578694982017
2012-11-01,99A,16,0.183129220556255
2012-11-01,99C,92,2.6255707762557075
2012-11-01,99D,7,0.15751575157515751
2012-11-01,99E,12,0.2949852507374631
2012-11-01,99F,83,2.462908011869436
2012-11-01,99G,74,2.6475849731663685
2012-11-01,99H,69,1.4618644067796611
2012-11-01,99J,132,1.3388781823714373
2012-11-01,99K,43,1.1321748288572933
2012-11-01,99M,40,1.1409013120365088
2012-11-01,99N,244,2.22953216374269
2012-12-01,00C,50,3.32667997338656
2012-12-01,00D,151,2.3447204968944098
2012-12-01,00J,71,1.4642194266859148
2012-12-01,00K,63,1.148377688662049
2012-12-01,00L,200,3.352891869237217
2012-12-01,00M,158,2.5107262037184173
2012-12-01,00N,64,2.0908199934661873
