month,pct,doacs,perc_doacs
2012-01-01,07M,17,0.47539149888143173
2012-01-01,07N,12,0.46529662659945714
2012-01-01,07P,1,0.04391743522178305
2012-01-01,07Q,2,0.052534804307853955
2012-01-01,07R,2,0.11396011396011395
2012-01-01,07T,15,0.9036144578313252
2012-01-01,07V,3,0.09633911368015415
2012-01-01,07W,2,0.07613247049866768
2012-01-01,07X,1,0.0319693094629156
2012-01-01,07Y,2,0.08833922261484099
2012-01-01,08A,0,0.0
2012-01-01,08C,1,0.07204610951008646
2012-01-01,08D,5,0.25746652935118436
2012-01-01,08E,0,0.0
2012-01-01,08F,3,0.13704888076747374
2012-01-01,08G,2,0.07171029042667623
2012-01-01,08H,3,0.23866348448687352
2012-01-01,08J,0,0.0
2012-01-01,08K,2,0.09285051067780872
2012-01-01,08L,7,0.3305004721435316
2012-01-01,08M,1,0.050735667174023336
2012-01-01,08N,2,0.10198878123406425
2012-01-01,08P,0,0.0
2012-01-01,08Q,6,0.33707865168539325
2012-01-01,08R,1,0.047596382674916705
2012-01-01,08T,1,0.04230118443316413
2012-01-01,08V,0,0.0
2012-01-01,08W,0,0.0
2012-01-01,08X,4,0.16515276630883566
2012-01-01,08Y,5,0.3142677561282213
2012-01-01,09A,7,0.42971147943523635
2012-01-01,09C,0,0.0
2012-01-01,09D,2,0.06493506493506493
2012-01-01,09E,3,0.29940119760479045
2012-01-01,09F,13,0.3084223013048636
2012-01-01,09G,7,0.06632556376729201
2012-01-01,09H,2,0.09216589861751152
2012-01-01,09J,3,0.08944543828264759
2012-01-01,09L,3,0.14177693761814747
2012-01-01,09N,12,0.35335689045936397
2012-01-01,09P,16,0.35810205908683973
2012-01-01,09W,3,0.05959475566150178
2012-01-01,09X,3,0.0947268708556994
2012-01-01,09Y,7,0.16583747927031509
2012-01-01,10A,1,0.21321961620469082
2012-01-01,10C,1,0.07874015748031496
2012-01-01,10D,0,0.0
2012-01-01,10E,2,0.10045203415369162
2012-01-01,10J,11,0.49107142857142855
2012-01-01,10K,4,0.11651616661811826
2012-01-01,10L,5,0.18070112034694613
2012-01-01,10Q,11,0.1336086481234058
2012-01-01,10R,3,0.1162340178225494
2012-01-01,10V,7,0.18450184501845018
2012-01-01,10X,5,0.19357336430507163
2012-01-01,11A,8,0.09108505066605943
2012-01-01,11D,0,0.0
2012-01-01,11E,1,0.028918449971081547
2012-01-01,11J,6,0.03454828122300915
2012-01-01,11M,18,0.13955652039075825
2012-01-01,11N,8,0.0778816199376947
2012-01-01,11X,87,0.7246376811594203
2012-01-01,12D,2,0.04763038818766373
2012-01-01,12F,5,0.0791765637371338
2012-01-01,13T,34,0.5302557704304429
2012-01-01,14L,9,0.15822784810126583
2012-01-01,14Y,3,0.039814200398142006
2012-01-01,15A,19,0.29789902790843525
2012-01-01,15C,32,0.2688172043010753
2012-01-01,15D,2,0.045136538027533285
2012-01-01,15E,6,0.04619293248133036
2012-01-01,15F,10,0.08568246080027418
2012-01-01,15M,14,0.12770227127611056
2012-01-01,15N,39,0.15627504407757653
2012-01-01,99A,0,0.0
2012-01-01,99C,1,0.03460207612456747
2012-01-01,99D,1,0.02653927813163482
2012-01-01,99E,1,0.027464982147761604
2012-01-01,99F,13,0.46982291290205996
2012-01-01,99G,7,0.30782761653474056
2012-01-01,99H,2,0.04940711462450593
2012-01-01,99J,9,0.10505427804365589
2012-01-01,99K,8,0.2530844669408415
2012-01-01,99M,12,0.40417649040080833
2012-01-01,99N,2,0.021263023601956196
2012-02-01,00C,11,0.8695652173913043
2012-02-01,00D,22,0.38267524786919466
2012-02-01,00J,6,0.1444043321299639
2012-02-01,00K,3,0.06105006105006105
2012-02-01,00L,20,0.39912193175014965
2012-02-01,00M,15,0.2745744096650192
2012-02-01,00N,2,0.07291286912139992
2012-02-01,00P,15,0.35120580660266915
2012-02-01,00Q,1,0.05602240896358543
2012-02-01,00R,2,0.06309148264984228
2012-02-01,00T,3,0.0827129859387924
2012-02-01,00V,2,0.07952286282306163
2012-02-01,00X,5,0.23320895522388058
2012-02-01,00Y,0,0.0
2012-02-01,01A,7,0.1392757660167131
2012-02-01,01C,3,0.0822143052891203
2012-02-01,01D,2,0.07840062720501764
2012-02-01,01E,5,0.2688172043010753
2012-02-01,01F,0,0.0
2012-02-01,01G,1,0.03563791874554526
2012-02-01,01H,23,0.3641545281823939
2012-02-01,01J,0,0.0
2012-02-01,01K,2,0.033664366268305
2012-02-01,01R,2,0.06729475100942127
2012-02-01,01T,0,0.0
2012-02-01,01V,1,0.047393364928909956
2012-02-01,01W,3,0.07460830639144492
2012-02-01,01X,3,0.08314855875831485
2012-02-01,01Y,16,0.5230467473030402
2012-02-01,02A,5,0.19817677368212444
2012-02-01,02D,0,0.0
2012-02-01,02E,0,0.0
2012-02-01,02F,3,0.08660508083140878
2012-02-01,02G,0,0.0
2012-02-01,02H,0,0.0
2012-02-01,02M,0,0.0
2012-02-01,02N,6,0.19801980198019803
2012-02-01,02P,8,0.1593308105954989
2012-02-01,02Q,0,0.0
2012-02-01,02R,11,0.46590427784836935
2012-02-01,02T,2,0.07074637424831977
2012-02-01,02W,3,0.872093023255814
2012-02-01,02X,4,0.07404664938911515
2012-02-01,02Y,17,0.22886375875067314
2012-02-01,03A,4,0.1596169193934557
2012-02-01,03D,18,0.4766949152542373
2012-02-01,03E,5,0.17649135192375573
2012-02-01,03F,5,0.1002004008016032
2012-02-01,03H,4,0.132890365448505
2012-02-01,03J,1,0.0370919881305638
2012-02-01,03K,1,0.03061849357011635
2012-02-01,03L,1,0.03169572107765452
2012-02-01,03M,20,0.6688963210702341
2012-02-01,03N,4,0.046571195715449994
2012-02-01,03Q,16,0.3052270125906143
2012-02-01,03R,0,0.0
2012-02-01,03T,10,0.1754693805930865
2012-02-01,03V,0,0.0
2012-02-01,03W,2,0.04177982034677251
2012-02-01,04C,0,0.0
2012-02-01,04D,0,0.0
2012-02-01,04E,2,0.12406947890818859
2012-02-01,04F,5,0.24154589371980675
2012-02-01,04G,9,0.09242144177449169
2012-02-01,04H,2,0.15232292460015232
2012-02-01,04K,3,0.1890359168241966
2012-02-01,04L,2,0.20533880903490762
2012-02-01,04M,1,0.1358695652173913
2012-02-01,04N,1,0.1072961373390558
2012-02-01,04Q,2,0.07054673721340389
2012-02-01,04V,2,0.04396570674873598
2012-02-01,04Y,2,0.10940919037199125
2012-02-01,05A,3,0.0463821892393321
2012-02-01,05C,0,0.0
2012-02-01,05D,4,0.2824858757062147
2012-02-01,05F,2,0.05696382796923954
2012-02-01,05G,3,0.07547169811320754
2012-02-01,05H,0,0.0
2012-02-01,05J,0,0.0
2012-02-01,05L,11,0.21825396825396826
2012-02-01,05N,2,0.04184100418410042
2012-02-01,05Q,3,0.10080645161290322
2012-02-01,05R,19,0.3732076212924769
2012-02-01,05T,17,0.33663366336633666
2012-02-01,05V,1,0.04056795131845842
2012-02-01,05W,8,0.1779359430604982
2012-02-01,05X,0,0.0
2012-02-01,05Y,1,0.025833118057349523
2012-02-01,06A,3,0.09839291571006888
2012-02-01,06D,1,0.06968641114982578
2012-02-01,06F,5,0.07535795026375283
2012-02-01,06H,4,0.028569387900864225
2012-02-01,06K,0,0.0
2012-02-01,06L,1,0.012542330364981815
2012-02-01,06M,3,0.07416563658838071
2012-02-01,06N,9,0.1336104513064133
2012-02-01,06P,4,0.20304568527918782
2012-02-01,06Q,6,0.09803921568627451
2012-02-01,06T,1,0.013610997686130393
2012-02-01,06V,2,0.04071661237785017
2012-02-01,06W,0,0.0
2012-02-01,06Y,1,0.021253985122210415
2012-02-01,07G,1,0.0427715996578272
2012-02-01,07H,4,0.06540222367560497
2012-02-01,07J,0,0.0
2012-02-01,07K,5,0.10957703265395574
2012-02-01,07L,11,0.517403574788335
2012-02-01,07M,10,0.285143997718848
2012-02-01,07N,8,0.3225806451612903
2012-02-01,07P,3,0.13163668275559456
2012-02-01,07Q,5,0.12607160867372666
2012-02-01,07R,1,0.05780346820809249
2012-02-01,07T,11,0.6571087216248507
2012-02-01,07V,0,0.0
2012-02-01,07W,11,0.42701863354037267
2012-02-01,07X,6,0.19828155981493722
2012-02-01,07Y,2,0.08650519031141869
2012-02-01,08A,0,0.0
2012-02-01,08C,4,0.29563932002956395
2012-02-01,08D,2,0.10411244143675169
2012-02-01,08E,0,0.0
2012-02-01,08F,1,0.046490004649000466
2012-02-01,08G,1,0.0370919881305638
2012-02-01,08H,3,0.2222222222222222
2012-02-01,08J,0,0.0
2012-02-01,08K,1,0.04889975550122249
2012-02-01,08L,7,0.30809859154929575
2012-02-01,08M,2,0.1037344398340249
2012-02-01,08N,5,0.26041666666666663
2012-02-01,08P,0,0.0
2012-02-01,08Q,7,0.3833515881708653
2012-02-01,08R,0,0.0
2012-02-01,08T,9,0.37159372419488024
2012-02-01,08V,1,0.07739938080495357
2012-02-01,08W,3,0.17740981667652278
2012-02-01,08X,7,0.3287928604978863
2012-02-01,08Y,3,0.1890359168241966
2012-02-01,09A,11,0.6802721088435374
2012-02-01,09C,1,0.05382131324004305
2012-02-01,09D,3,0.09937065253395165
2012-02-01,09E,0,0.0
2012-02-01,09F,15,0.36135870874488074
2012-02-01,09G,10,0.09669309611293754
2012-02-01,09H,0,0.0
2012-02-01,09J,2,0.061919504643962855
2012-02-01,09L,1,0.04502476361999099
2012-02-01,09N,15,0.45031522065445817
2012-02-01,09P,22,0.49762497172585385
2012-02-01,09W,4,0.07698229407236336
2012-02-01,09X,3,0.0974342318934719
2012-02-01,09Y,8,0.1909307875894988
2012-02-01,10A,0,0.0
2012-02-01,10C,1,0.08077544426494346
2012-02-01,10D,0,0.0
2012-02-01,10E,2,0.10005002501250625
2012-02-01,10J,12,0.5288673424416042
2012-02-01,10K,7,0.1997716894977169
2012-02-01,10L,3,0.1049317943336831
2012-02-01,10Q,13,0.15813161415886146
2012-02-01,10R,5,0.1953125
2012-02-01,10V,7,0.18200728029121163
2012-02-01,10X,6,0.22388059701492538
2012-02-01,11A,19,0.2164995442114859
2012-02-01,11D,0,0.0
2012-02-01,11E,1,0.029069767441860465
2012-02-01,11J,7,0.04085444146142174
2012-02-01,11M,15,0.11865211200759374
2012-02-01,11N,16,0.15544544836296512
2012-02-01,11X,127,1.0765448842926169
2012-02-01,12D,0,0.0
2012-02-01,12F,2,0.031446540880503145
2012-02-01,13T,30,0.4702931493964571
2012-02-01,14L,7,0.1194947080914988
2012-02-01,14Y,4,0.054149180993637476
2012-02-01,15A,22,0.35604466742191293
2012-02-01,15C,52,0.42985864263867074
2012-02-01,15D,4,0.08726003490401396
2012-02-01,15E,4,0.031365168979847875
2012-02-01,15F,16,0.13928789065900585
2012-02-01,15M,19,0.17135642135642135
2012-02-01,15N,44,0.17826756340653108
2012-02-01,99A,0,0.0
2012-02-01,99C,5,0.16989466530750932
2012-02-01,99D,2,0.05272871078302136
2012-02-01,99E,3,0.08441193021947102
2012-02-01,99F,18,0.6538321830730113
2012-02-01,99G,8,0.3368421052631579
2012-02-01,99H,9,0.21961932650073207
2012-02-01,99J,8,0.09415087678004001
2012-02-01,99K,4,0.12418503570319776
2012-02-01,99M,3,0.10355540214014498
2012-02-01,99N,3,0.03178639542275906
2012-03-01,00C,14,1.003584229390681
2012-03-01,00D,31,0.5097007563301545
2012-03-01,00J,7,0.1588021778584392
2012-03-01,00K,8,0.15165876777251183
2012-03-01,00L,35,0.6407909190772612
2012-03-01,00M,28,0.46158918562479395
2012-03-01,00N,7,0.24297119055883376
2012-03-01,00P,12,0.25778732545649835
2012-03-01,00Q,2,0.10626992561105207
2012-03-01,00R,3,0.08936550491510277
2012-03-01,00T,11,0.27288514016373105
2012-03-01,00V,5,0.1819505094614265
2012-03-01,00X,6,0.2646669607410675
2012-03-01,00Y,0,0.0
2012-03-01,01A,10,0.18684603886397608
2012-03-01,01C,1,0.025006251562890724
2012-03-01,01D,3,0.10570824524312897
2012-03-01,01E,5,0.24271844660194172
2012-03-01,01F,1,0.04952947003467063
2012-03-01,01G,2,0.0675219446320054
2012-03-01,01H,22,0.31007751937984496
2012-03-01,01J,0,0.0
2012-03-01,01K,6,0.0965561635017702
2012-03-01,01R,0,0.0
2012-03-01,01T,0,0.0
2012-03-01,01V,1,0.0425531914893617
2012-03-01,01W,4,0.0876424189307625
2012-03-01,01X,3,0.07281553398058252
2012-03-01,01Y,22,0.6592747977225052
2012-03-01,02A,8,0.2844950213371266
2012-03-01,02D,0,0.0
2012-03-01,02E,0,0.0
2012-03-01,02F,1,0.02585315408479835
2012-03-01,02G,0,0.0
2012-03-01,02H,0,0.0
2012-03-01,02M,1,0.025833118057349523
2012-03-01,02N,11,0.3280644199224575
2012-03-01,02P,8,0.14633254069873788
2012-03-01,02Q,1,0.037481259370314844
2012-03-01,02R,16,0.5967922417008579
2012-03-01,02T,3,0.09643201542912247
2012-03-01,02W,3,1.2096774193548387
2012-03-01,02X,2,0.033973161202649906
2012-03-01,02Y,15,0.18140041117426534
2012-03-01,03A,2,0.07183908045977011
2012-03-01,03D,22,0.5332040717401841
2012-03-01,03E,10,0.3225806451612903
2012-03-01,03F,5,0.0924727205474385
2012-03-01,03H,4,0.12161751292186075
2012-03-01,03J,2,0.0702000702000702
2012-03-01,03K,2,0.05184033177812338
2012-03-01,03L,0,0.0
2012-03-01,03M,29,0.8825319537431529
2012-03-01,03N,9,0.09506707510298934
2012-03-01,03Q,15,0.2652050919377652
2012-03-01,03R,0,0.0
2012-03-01,03T,13,0.21203718806067526
2012-03-01,03V,1,0.10822510822510822
2012-03-01,03W,2,0.03818980332251289
2012-03-01,04C,1,0.02966478789676654
2012-03-01,04D,1,0.02242152466367713
2012-03-01,04E,2,0.11668611435239205
2012-03-01,04F,4,0.17667844522968199
2012-03-01,04G,12,0.1171760570256811
2012-03-01,04H,1,0.06811989100817438
2012-03-01,04K,2,0.11248593925759282
2012-03-01,04L,4,0.38424591738712777
2012-03-01,04M,3,0.3703703703703704
2012-03-01,04N,0,0.0
2012-03-01,04Q,2,0.0665335994677312
2012-03-01,04V,0,0.0
2012-03-01,04Y,3,0.1404494382022472
2012-03-01,05A,2,0.029647198339756892
2012-03-01,05C,0,0.0
2012-03-01,05D,3,0.19392372333548805
2012-03-01,05F,2,0.05245213742460005
2012-03-01,05G,1,0.024283632831471585
2012-03-01,05H,0,0.0
2012-03-01,05J,1,0.04355400696864112
2012-03-01,05L,11,0.19956458635703916
2012-03-01,05N,2,0.03900916715428126
2012-03-01,05Q,3,0.0931098696461825
2012-03-01,05R,27,0.48913043478260876
2012-03-01,05T,10,0.18221574344023322
2012-03-01,05V,2,0.0706713780918728
2012-03-01,05W,9,0.18134193028410237
2012-03-01,05X,0,0.0
2012-03-01,05Y,1,0.023963575365444526
2012-03-01,06A,4,0.12791813239526703
2012-03-01,06D,0,0.0
2012-03-01,06F,9,0.11734028683181225
2012-03-01,06H,7,0.04539264639128461
2012-03-01,06K,3,0.02433682161109759
2012-03-01,06L,3,0.03536067892503536
2012-03-01,06M,6,0.1340782122905028
2012-03-01,06N,14,0.18746652383502946
2012-03-01,06P,3,0.1413760603204524
2012-03-01,06Q,3,0.046012269938650305
2012-03-01,06T,3,0.039026928580720696
2012-03-01,06V,2,0.03808073115003808
2012-03-01,06W,2,0.07196833393306945
2012-03-01,06Y,1,0.019051247856734618
2012-03-01,07G,1,0.04260758414997869
2012-03-01,07H,3,0.04584352078239609
2012-03-01,07J,1,0.021244954323348206
2012-03-01,07K,14,0.274294670846395
2012-03-01,07L,6,0.2726033621081327
2012-03-01,07M,20,0.522875816993464
2012-03-01,07N,6,0.23382696804364772
2012-03-01,07P,3,0.11961722488038277
2012-03-01,07Q,7,0.16248839368616527
2012-03-01,07R,3,0.16330974414806748
2012-03-01,07T,12,0.7334963325183375
2012-03-01,07V,1,0.030959752321981428
2012-03-01,07W,6,0.21337126600284498
2012-03-01,07X,5,0.15413070283600494
2012-03-01,07Y,3,0.12264922322158626
2012-03-01,08A,2,0.08309098462816784
2012-03-01,08C,3,0.2006688963210702
2012-03-01,08D,4,0.18726591760299627
2012-03-01,08E,0,0.0
2012-03-01,08F,4,0.16214025131738954
2012-03-01,08G,4,0.1342281879194631
2012-03-01,08H,6,0.4363636363636364
2012-03-01,08J,1,0.05431830526887561
2012-03-01,08K,5,0.22431583669807087
2012-03-01,08L,6,0.26258205689277897
2012-03-01,08M,3,0.14104372355430184
2012-03-01,08N,4,0.19398642095053348
2012-03-01,08P,1,0.046490004649000466
2012-03-01,08Q,8,0.4034291477559254
2012-03-01,08R,1,0.04351610095735422
2012-03-01,08T,6,0.23483365949119372
2012-03-01,08V,0,0.0
2012-03-01,08W,9,0.5036373810856184
2012-03-01,08X,7,0.2986348122866894
2012-03-01,08Y,3,0.17045454545454544
2012-03-01,09A,11,0.6300114547537228
2012-03-01,09C,1,0.0502008032128514
2012-03-01,09D,6,0.1807773425730642
2012-03-01,09E,2,0.18535681186283595
2012-03-01,09F,21,0.44576523031203563
2012-03-01,09G,15,0.12929919834497025
2012-03-01,09H,3,0.1358080579447714
2012-03-01,09J,2,0.058105752469494475
2012-03-01,09L,1,0.0398406374501992
2012-03-01,09N,20,0.5343307507347047
2012-03-01,09P,33,0.6556725610967613
2012-03-01,09W,5,0.08833922261484099
2012-03-01,09X,6,0.1803968731208659
2012-03-01,09Y,7,0.15415106804668577
2012-03-01,10A,0,0.0
2012-03-01,10C,4,0.3053435114503817
2012-03-01,10D,0,0.0
2012-03-01,10E,3,0.14071294559099437
2012-03-01,10J,19,0.7367196587824738
2012-03-01,10K,7,0.19358407079646017
2012-03-01,10L,2,0.06844626967830253
2012-03-01,10Q,16,0.18283624728602446
2012-03-01,10R,6,0.22140221402214022
2012-03-01,10V,18,0.42959427207637235
2012-03-01,10X,5,0.17599436818021824
2012-03-01,11A,36,0.37453183520599254
2012-03-01,11D,0,0.0
2012-03-01,11E,0,0.0
2012-03-01,11J,8,0.04249442260703283
2012-03-01,11M,32,0.23306627822286963
2012-03-01,11N,21,0.1899249344306774
2012-03-01,11X,220,1.6849199663016006
2012-03-01,12D,1,0.022542831379621278
2012-03-01,12F,3,0.04356665698518734
2012-03-01,13T,38,0.5599764220453876
2012-03-01,14L,15,0.23155294844087682
2012-03-01,14Y,0,0.0
2012-03-01,15A,26,0.37420840529648824
2012-03-01,15C,110,0.8633545247625776
2012-03-01,15D,0,0.0
2012-03-01,15E,6,0.04233999012066897
2012-03-01,15F,8,0.06494033606623914
2012-03-01,15M,16,0.13418316001341832
2012-03-01,15N,51,0.18675845905961622
2012-03-01,99A,0,0.0
2012-03-01,99C,9,0.29079159935379645
2012-03-01,99D,2,0.049127978383689506
2012-03-01,99E,4,0.1004016064257028
2012-03-01,99F,20,0.6533812479581836
2012-03-01,99G,15,0.6162695152013147
2012-03-01,99H,19,0.4226918798665183
2012-03-01,99J,16,0.17024898914662695
2012-03-01,99K,2,0.05871990604815032
2012-03-01,99M,13,0.4178720668595307
2012-03-01,99N,3,0.02981514609421586
2012-04-01,00C,20,1.4914243102162565
2012-04-01,00D,41,0.7314897413024085
2012-04-01,00J,9,0.21392916567625386
2012-04-01,00K,14,0.2776675922253074
2012-04-01,00L,35,0.6720430107526881
2012-04-01,00M,31,0.565487048522437
2012-04-01,00N,5,0.1939487975174554
2012-04-01,00P,20,0.44414834554741284
2012-04-01,00Q,2,0.10758472296933834
2012-04-01,00R,3,0.09157509157509157
2012-04-01,00T,13,0.3497444175410277
2012-04-01,00V,3,0.11446012972148034
2012-04-01,00X,7,0.3251277287505806
2012-04-01,00Y,0,0.0
2012-04-01,01A,6,0.12053033346725592
2012-04-01,01C,5,0.1310615989515072
2012-04-01,01D,6,0.22710068130204392
2012-04-01,01E,8,0.4287245444801715
2012-04-01,01F,0,0.0
2012-04-01,01G,2,0.07275372862859221
2012-04-01,01H,23,0.34885484604883965
2012-04-01,01J,0,0.0
2012-04-01,01K,10,0.16980811682798438
2012-04-01,01R,0,0.0
2012-04-01,01T,0,0.0
2012-04-01,01V,2,0.09363295880149813
2012-04-01,01W,4,0.09237875288683603
2012-04-01,01X,4,0.10298661174047373
2012-04-01,01Y,24,0.7490636704119851
2012-04-01,02A,5,0.2010454362685967
2012-04-01,02D,0,0.0
2012-04-01,02E,1,0.037921880925293895
2012-04-01,02F,2,0.057971014492753624
2012-04-01,02G,2,0.1330671989354624
2012-04-01,02H,1,0.024551927326295114
2012-04-01,02M,1,0.027793218454697052
2012-04-01,02N,13,0.40625
2012-04-01,02P,6,0.11682242990654204
2012-04-01,02Q,2,0.08492569002123143
2012-04-01,02R,10,0.4004805766920304
2012-04-01,02T,7,0.24104683195592286
2012-04-01,02W,3,1.0204081632653061
2012-04-01,02X,5,0.08801267382503081
2012-04-01,02Y,18,0.23121387283236997
2012-04-01,03A,6,0.23547880690737832
2012-04-01,03D,14,0.3756372417493963
2012-04-01,03E,12,0.4209049456331112
2012-04-01,03F,4,0.08036970062286518
2012-04-01,03H,3,0.09765625
2012-04-01,03J,0,0.0
2012-04-01,03K,6,0.1708914839077186
2012-04-01,03L,3,0.09389671361502347
2012-04-01,03M,37,1.1920103092783505
2012-04-01,03N,8,0.09232544720138487
2012-04-01,03Q,30,0.5533013648100332
2012-04-01,03R,4,0.05568703884170959
2012-04-01,03T,13,0.22108843537414968
2012-04-01,03V,0,0.0
2012-04-01,03W,2,0.04105933073290905
2012-04-01,04C,0,0.0
2012-04-01,04D,4,0.10015022533800699
2012-04-01,04E,1,0.06056935190793458
2012-04-01,04F,8,0.3822264691829909
2012-04-01,04G,8,0.08014425966740132
2012-04-01,04H,3,0.22675736961451248
2012-04-01,04K,3,0.1905972045743329
2012-04-01,04L,3,0.2958579881656805
2012-04-01,04M,1,0.141643059490085
2012-04-01,04N,0,0.0
2012-04-01,04Q,3,0.1058574453069866
2012-04-01,04V,4,0.08720296490080662
2012-04-01,04Y,4,0.21253985122210414
2012-04-01,05A,2,0.031210986267166042
2012-04-01,05C,0,0.0
2012-04-01,05D,6,0.42075736325385693
2012-04-01,05F,3,0.08275862068965517
2012-04-01,05G,4,0.10196278358399186
2012-04-01,05H,0,0.0
2012-04-01,05J,2,0.09315323707498836
2012-04-01,05L,17,0.31787584143605085
2012-04-01,05N,9,0.18090452261306533
2012-04-01,05Q,5,0.16539861065167052
2012-04-01,05R,21,0.4018369690011481
2012-04-01,05T,21,0.3990877993158495
2012-04-01,05V,2,0.08032128514056225
2012-04-01,05W,8,0.1727488663355647
2012-04-01,05X,0,0.0
2012-04-01,05Y,1,0.025839793281653745
2012-04-01,06A,5,0.1585791309863622
2012-04-01,06D,1,0.06724949562878278
2012-04-01,06F,6,0.08399832003359933
2012-04-01,06H,8,0.05436998776675275
2012-04-01,06K,4,0.035029337069795954
2012-04-01,06L,6,0.07107320540156362
2012-04-01,06M,6,0.14545454545454545
2012-04-01,06N,10,0.14692918013517484
2012-04-01,06P,6,0.3033367037411527
2012-04-01,06Q,7,0.11079455523899967
2012-04-01,06T,2,0.02759381898454746
2012-04-01,06V,4,0.07864726700747149
2012-04-01,06W,2,0.07677543186180423
2012-04-01,06Y,1,0.02048760499897562
2012-04-01,07G,0,0.0
2012-04-01,07H,4,0.06487187804086927
2012-04-01,07J,2,0.04363001745200698
2012-04-01,07K,5,0.10444955086693128
2012-04-01,07L,7,0.3371868978805395
2012-04-01,07M,12,0.3400396712949844
2012-04-01,07N,6,0.24479804161566704
2012-04-01,07P,3,0.12738853503184713
2012-04-01,07Q,3,0.07637474541751527
2012-04-01,07R,3,0.1758499413833529
