month,doac_ddd
2012-09-01 00:00:00+00:00,10856.0
2012-09-01 00:00:00+00:00,151530.0
2012-09-01 00:00:00+00:00,7039.0
2012-09-01 00:00:00+00:00,4698.0
2012-09-01 00:00:00+00:00,116085.0
2012-09-01 00:00:00+00:00,7902.0
2012-09-01 00:00:00+00:00,158.0
2012-09-01 00:00:00+00:00,25457.0
2012-09-01 00:00:00+00:00,1016.0
2012-09-01 00:00:00+00:00,56.0
2012-09-01 00:00:00+00:00,4096.0
2012-10-01 00:00:00+00:00,36407.0
2012-10-01 00:00:00+00:00,814.0
2012-10-01 00:00:00+00:00,5822.0
2012-10-01 00:00:00+00:00,287.0
2012-10-01 00:00:00+00:00,185188.0
2012-10-01 00:00:00+00:00,9799.0
2012-10-01 00:00:00+00:00,145339.0
2012-10-01 00:00:00+00:00,250.0
2012-10-01 00:00:00+00:00,7130.0
2012-10-01 00:00:00+00:00,8204.0
2012-10-01 00:00:00+00:00,12060.0
2012-10-01 00:00:00+00:00,238.0
2012-10-01 00:00:00+00:00,90.0
2012-11-01 00:00:00+00:00,182.0
2012-11-01 00:00:00+00:00,1073.0
2012-11-01 00:00:00+00:00,6845.0
2012-11-01 00:00:00+00:00,6329.0
2012-11-01 00:00:00+00:00,214.0
2012-11-01 00:00:00+00:00,12482.0
2012-11-01 00:00:00+00:00,9211.0
2012-11-01 00:00:00+00:00,215.0
2012-11-01 00:00:00+00:00,40.0
2012-11-01 00:00:00+00:00,15448.0
2012-11-01 00:00:00+00:00,413.0
2012-11-01 00:00:00+00:00,216453.0
2012-11-01 00:00:00+00:00,51724.0
2012-11-01 00:00:00+00:00,164130.0
2012-12-01 00:00:00+00:00,893.0
2012-12-01 00:00:00+00:00,428.0
2012-12-01 00:00:00+00:00,189272.0
2012-12-01 00:00:00+00:00,336.0
2012-12-01 00:00:00+00:00,66152.0
2012-12-01 00:00:00+00:00,765.0
2012-12-01 00:00:00+00:00,6770.0
2012-12-01 00:00:00+00:00,11160.0
2012-12-01 00:00:00+00:00,5976.0
2012-12-01 00:00:00+00:00,40.0
2012-12-01 00:00:00+00:00,10.0
2012-12-01 00:00:00+00:00,239880.0
2012-12-01 00:00:00+00:00,10931.0
2012-12-01 00:00:00+00:00,21729.0
2012-12-01 00:00:00+00:00,210.0
2013-01-01 00:00:00+00:00,11502.0
2013-01-01 00:00:00+00:00,112.0
2013-01-01 00:00:00+00:00,6824.0
2013-01-01 00:00:00+00:00,85769.0
2013-01-01 00:00:00+00:00,12552.0
2013-01-01 00:00:00+00:00,9306.0
2013-01-01 00:00:00+00:00,1206.0
2013-01-01 00:00:00+00:00,504.0
2013-01-01 00:00:00+00:00,60.0
2013-01-01 00:00:00+00:00,208144.0
2013-01-01 00:00:00+00:00,1252.0
2013-01-01 00:00:00+00:00,28511.0
2013-01-01 00:00:00+00:00,110.0
2013-01-01 00:00:00+00:00,805.0
2013-01-01 00:00:00+00:00,270383.0
2013-02-01 00:00:00+00:00,434.0
2013-02-01 00:00:00+00:00,455.0
2013-02-01 00:00:00+00:00,340.0
2013-02-01 00:00:00+00:00,6634.0
2013-02-01 00:00:00+00:00,11983.0
2013-02-01 00:00:00+00:00,10974.0
2013-02-01 00:00:00+00:00,99918.0
2013-02-01 00:00:00+00:00,2824.0
2013-02-01 00:00:00+00:00,32866.0
2013-02-01 00:00:00+00:00,214935.0
2013-02-01 00:00:00+00:00,1113.0
2013-02-01 00:00:00+00:00,178.0
2013-02-01 00:00:00+00:00,6343.0
2013-02-01 00:00:00+00:00,276628.0
2013-03-01 00:00:00+00:00,888.0
2013-03-01 00:00:00+00:00,15995.0
2013-03-01 00:00:00+00:00,8632.0
2013-03-01 00:00:00+00:00,4244.0
2013-03-01 00:00:00+00:00,133100.0
2013-03-01 00:00:00+00:00,43851.0
2013-03-01 00:00:00+00:00,1792.0
2013-03-01 00:00:00+00:00,60.0
2013-03-01 00:00:00+00:00,280.0
2013-03-01 00:00:00+00:00,945.0
2013-03-01 00:00:00+00:00,483.0
2013-03-01 00:00:00+00:00,325454.0
2013-03-01 00:00:00+00:00,254461.0
2013-03-01 00:00:00+00:00,14347.0
2013-03-01 00:00:00+00:00,7715.0
2013-04-01 00:00:00+00:00,290904.0
2013-04-01 00:00:00+00:00,4904.0
2013-04-01 00:00:00+00:00,640.0
2013-04-01 00:00:00+00:00,17105.0
2013-04-01 00:00:00+00:00,8789.0
2013-04-01 00:00:00+00:00,8288.0
2013-04-01 00:00:00+00:00,116.0
2013-04-01 00:00:00+00:00,12946.0
2013-04-01 00:00:00+00:00,346240.0
2013-04-01 00:00:00+00:00,53899.0
2013-04-01 00:00:00+00:00,6952.0
2013-04-01 00:00:00+00:00,1925.0
2013-04-01 00:00:00+00:00,250.0
2013-04-01 00:00:00+00:00,696.0
2013-04-01 00:00:00+00:00,160294.0
2013-05-01 00:00:00+00:00,16725.0
2013-05-01 00:00:00+00:00,9850.0
2013-05-01 00:00:00+00:00,19241.0
2013-05-01 00:00:00+00:00,1701.0
2013-05-01 00:00:00+00:00,395843.0
2013-05-01 00:00:00+00:00,11513.0
2013-05-01 00:00:00+00:00,756.0
2013-05-01 00:00:00+00:00,116.0
2013-05-01 00:00:00+00:00,206464.0
2013-05-01 00:00:00+00:00,9138.0
2013-05-01 00:00:00+00:00,180.0
2013-05-01 00:00:00+00:00,322347.0
2013-05-01 00:00:00+00:00,10364.0
2013-05-01 00:00:00+00:00,168.0
2013-05-01 00:00:00+00:00,66152.0
2013-05-01 00:00:00+00:00,567.0
2013-06-01 00:00:00+00:00,816.0
2013-06-01 00:00:00+00:00,742.0
2013-06-01 00:00:00+00:00,2006.0
2013-06-01 00:00:00+00:00,320522.0
2013-06-01 00:00:00+00:00,116.0
2013-06-01 00:00:00+00:00,7774.0
2013-06-01 00:00:00+00:00,9402.0
2013-06-01 00:00:00+00:00,15017.0
2013-06-01 00:00:00+00:00,390569.0
2013-06-01 00:00:00+00:00,15431.0
2013-06-01 00:00:00+00:00,19452.0
2013-06-01 00:00:00+00:00,222113.0
2013-06-01 00:00:00+00:00,264.0
2013-06-01 00:00:00+00:00,73661.0
2013-06-01 00:00:00+00:00,168.0
2013-06-01 00:00:00+00:00,13251.0
2013-07-01 00:00:00+00:00,10961.0
2013-07-01 00:00:00+00:00,451951.0
2013-07-01 00:00:00+00:00,8940.0
2013-07-01 00:00:00+00:00,24127.0
2013-07-01 00:00:00+00:00,391.0
2013-07-01 00:00:00+00:00,90413.0
2013-07-01 00:00:00+00:00,24779.0
2013-07-01 00:00:00+00:00,186.0
2013-07-01 00:00:00+00:00,286109.0
2013-07-01 00:00:00+00:00,365389.0
2013-07-01 00:00:00+00:00,21396.0
2013-07-01 00:00:00+00:00,17498.0
2013-07-01 00:00:00+00:00,266.0
2013-07-01 00:00:00+00:00,680.0
2013-07-01 00:00:00+00:00,567.0
2013-07-01 00:00:00+00:00,2236.0
2013-08-01 00:00:00+00:00,330.0
2013-08-01 00:00:00+00:00,882.0
2013-08-01 00:00:00+00:00,328838.0
2013-08-01 00:00:00+00:00,11050.0
2013-08-01 00:00:00+00:00,18271.0
2013-08-01 00:00:00+00:00,3413.0
2013-08-01 00:00:00+00:00,9544.0
2013-08-01 00:00:00+00:00,97349.0
2013-08-01 00:00:00+00:00,37488.0
2013-08-01 00:00:00+00:00,27751.0
2013-08-01 00:00:00+00:00,24616.0
2013-08-01 00:00:00+00:00,292.0
2013-08-01 00:00:00+00:00,385774.0
2013-08-01 00:00:00+00:00,473388.0
2013-08-01 00:00:00+00:00,824.0
2013-08-01 00:00:00+00:00,364.0
2013-09-01 00:00:00+00:00,10924.0
2013-09-01 00:00:00+00:00,354045.0
2013-09-01 00:00:00+00:00,105915.0
2013-09-01 00:00:00+00:00,382741.0
2013-09-01 00:00:00+00:00,596.0
2013-09-01 00:00:00+00:00,18186.0
2013-09-01 00:00:00+00:00,9386.0
2013-09-01 00:00:00+00:00,455.0
2013-09-01 00:00:00+00:00,833.0
2013-09-01 00:00:00+00:00,26151.0
2013-09-01 00:00:00+00:00,818.0
2013-09-01 00:00:00+00:00,34702.0
2013-09-01 00:00:00+00:00,47031.0
2013-09-01 00:00:00+00:00,2736.0
2013-09-01 00:00:00+00:00,924.0
2013-09-01 00:00:00+00:00,462985.0
2013-10-01 00:00:00+00:00,435548.0
2013-10-01 00:00:00+00:00,30439.0
2013-10-01 00:00:00+00:00,527347.0
2013-10-01 00:00:00+00:00,728.0
2013-10-01 00:00:00+00:00,20789.0
2013-10-01 00:00:00+00:00,75687.0
2013-10-01 00:00:00+00:00,988.0
2013-10-01 00:00:00+00:00,686.0
2013-10-01 00:00:00+00:00,45514.0
2013-10-01 00:00:00+00:00,12982.0
2013-10-01 00:00:00+00:00,436.0
2013-10-01 00:00:00+00:00,9333.0
2013-10-01 00:00:00+00:00,427362.0
2013-10-01 00:00:00+00:00,121427.0
2013-10-01 00:00:00+00:00,945.0
2013-10-01 00:00:00+00:00,3602.0
2013-11-01 00:00:00+00:00,465476.0
2013-11-01 00:00:00+00:00,1026.0
2013-11-01 00:00:00+00:00,520826.0
2013-11-01 00:00:00+00:00,444257.0
2013-11-01 00:00:00+00:00,21059.0
2013-11-01 00:00:00+00:00,1121.0
2013-11-01 00:00:00+00:00,9746.0
2013-11-01 00:00:00+00:00,316.0
2013-11-01 00:00:00+00:00,808.0
2013-11-01 00:00:00+00:00,88890.0
2013-11-01 00:00:00+00:00,658.0
2013-11-01 00:00:00+00:00,30405.0
2013-11-01 00:00:00+00:00,131610.0
2013-11-01 00:00:00+00:00,3583.0
2013-11-01 00:00:00+00:00,12758.0
2013-11-01 00:00:00+00:00,58592.0
2013-12-01 00:00:00+00:00,118428.0
2013-12-01 00:00:00+00:00,34389.0
2013-12-01 00:00:00+00:00,1072.0
2013-12-01 00:00:00+00:00,3906.0
2013-12-01 00:00:00+00:00,972.0
2013-12-01 00:00:00+00:00,538221.0
2013-12-01 00:00:00+00:00,21132.0
2013-12-01 00:00:00+00:00,488097.0
2013-12-01 00:00:00+00:00,147951.0
2013-12-01 00:00:00+00:00,320.0
2013-12-01 00:00:00+00:00,563547.0
2013-12-01 00:00:00+00:00,11234.0
2013-12-01 00:00:00+00:00,13122.0
2013-12-01 00:00:00+00:00,1649.0
2013-12-01 00:00:00+00:00,71916.0
2013-12-01 00:00:00+00:00,780.0
2014-01-01 00:00:00+00:00,164292.0
2014-01-01 00:00:00+00:00,573620.0
2014-01-01 00:00:00+00:00,1359.0
2014-01-01 00:00:00+00:00,1778.0
2014-01-01 00:00:00+00:00,320.0
2014-01-01 00:00:00+00:00,496.0
2014-01-01 00:00:00+00:00,13314.0
2014-01-01 00:00:00+00:00,35020.0
2014-01-01 00:00:00+00:00,496143.0
2014-01-01 00:00:00+00:00,86313.0
2014-01-01 00:00:00+00:00,1372.0
2014-01-01 00:00:00+00:00,597775.0
2014-01-01 00:00:00+00:00,4979.0
2014-01-01 00:00:00+00:00,11420.0
2014-01-01 00:00:00+00:00,21198.0
2014-01-01 00:00:00+00:00,141326.0
2014-02-01 00:00:00+00:00,96507.0
2014-02-01 00:00:00+00:00,165309.0
2014-02-01 00:00:00+00:00,12996.0
2014-02-01 00:00:00+00:00,546967.0
2014-02-01 00:00:00+00:00,1824.0
2014-02-01 00:00:00+00:00,587711.0
2014-02-01 00:00:00+00:00,458835.0
2014-02-01 00:00:00+00:00,150385.0
2014-02-01 00:00:00+00:00,9780.0
2014-02-01 00:00:00+00:00,456.0
2014-02-01 00:00:00+00:00,4086.0
2014-02-01 00:00:00+00:00,20839.0
2014-02-01 00:00:00+00:00,896.0
2014-02-01 00:00:00+00:00,35142.0
2014-02-01 00:00:00+00:00,756.0
2014-02-01 00:00:00+00:00,1204.0
2014-03-01 00:00:00+00:00,520949.0
2014-03-01 00:00:00+00:00,193526.0
2014-03-01 00:00:00+00:00,13210.0
2014-03-01 00:00:00+00:00,5048.0
2014-03-01 00:00:00+00:00,40949.0
2014-03-01 00:00:00+00:00,11221.0
2014-03-01 00:00:00+00:00,1426.0
2014-03-01 00:00:00+00:00,2063.0
2014-03-01 00:00:00+00:00,712449.0
2014-03-01 00:00:00+00:00,602694.0
2014-03-01 00:00:00+00:00,1358.0
2014-03-01 00:00:00+00:00,440.0
2014-03-01 00:00:00+00:00,196273.0
2014-03-01 00:00:00+00:00,117324.0
2014-03-01 00:00:00+00:00,1074.0
2014-03-01 00:00:00+00:00,21446.0
2014-04-01 00:00:00+00:00,622372.0
2014-04-01 00:00:00+00:00,2422.0
2014-04-01 00:00:00+00:00,140589.0
2014-04-01 00:00:00+00:00,11792.0
2014-04-01 00:00:00+00:00,544402.0
2014-04-01 00:00:00+00:00,209972.0
2014-04-01 00:00:00+00:00,682.0
2014-04-01 00:00:00+00:00,577.0
2014-04-01 00:00:00+00:00,1502.0
2014-04-01 00:00:00+00:00,1862.0
2014-04-01 00:00:00+00:00,12938.0
2014-04-01 00:00:00+00:00,41863.0
2014-04-01 00:00:00+00:00,5949.0
2014-04-01 00:00:00+00:00,227281.0
2014-04-01 00:00:00+00:00,777458.0
2014-04-01 00:00:00+00:00,23117.0
2014-05-01 00:00:00+00:00,277699.0
2014-05-01 00:00:00+00:00,2188.0
2014-05-01 00:00:00+00:00,3325.0
2014-05-01 00:00:00+00:00,231469.0
2014-05-01 00:00:00+00:00,477.0
2014-05-01 00:00:00+00:00,872789.0
2014-05-01 00:00:00+00:00,14361.0
2014-05-01 00:00:00+00:00,13096.0
2014-05-01 00:00:00+00:00,920.0
2014-05-01 00:00:00+00:00,653560.0
2014-05-01 00:00:00+00:00,45955.0
2014-05-01 00:00:00+00:00,24600.0
2014-05-01 00:00:00+00:00,586070.0
2014-05-01 00:00:00+00:00,6022.0
2014-05-01 00:00:00+00:00,1603.0
2014-05-01 00:00:00+00:00,167436.0
2014-06-01 00:00:00+00:00,242072.0
2014-06-01 00:00:00+00:00,3248.0
2014-06-01 00:00:00+00:00,43748.0
2014-06-01 00:00:00+00:00,184232.0
2014-06-01 00:00:00+00:00,1267.0
2014-06-01 00:00:00+00:00,907.0
2014-06-01 00:00:00+00:00,527.0
2014-06-01 00:00:00+00:00,309532.0
2014-06-01 00:00:00+00:00,637281.0
2014-06-01 00:00:00+00:00,1966.0
2014-06-01 00:00:00+00:00,904802.0
2014-06-01 00:00:00+00:00,573608.0
2014-06-01 00:00:00+00:00,21474.0
2014-06-01 00:00:00+00:00,6285.0
2014-06-01 00:00:00+00:00,12868.0
2014-06-01 00:00:00+00:00,13301.0
2014-07-01 00:00:00+00:00,727672.0
2014-07-01 00:00:00+00:00,1498.0
2014-07-01 00:00:00+00:00,648530.0
2014-07-01 00:00:00+00:00,7890.0
2014-07-01 00:00:00+00:00,716.0
2014-07-01 00:00:00+00:00,1624.0
2014-07-01 00:00:00+00:00,283196.0
2014-07-01 00:00:00+00:00,53066.0
2014-07-01 00:00:00+00:00,244561.0
2014-07-01 00:00:00+00:00,4467.0
2014-07-01 00:00:00+00:00,12918.0
2014-07-01 00:00:00+00:00,3108.0
2014-07-01 00:00:00+00:00,391875.0
2014-07-01 00:00:00+00:00,14745.0
2014-07-01 00:00:00+00:00,24743.0
2014-07-01 00:00:00+00:00,1086094.0
2014-08-01 00:00:00+00:00,25160.0
2014-08-01 00:00:00+00:00,13162.0
2014-08-01 00:00:00+00:00,258592.0
2014-08-01 00:00:00+00:00,7457.0
2014-08-01 00:00:00+00:00,684174.0
2014-08-01 00:00:00+00:00,632467.0
2014-08-01 00:00:00+00:00,12846.0
2014-08-01 00:00:00+00:00,1155.0
2014-08-01 00:00:00+00:00,291466.0
2014-08-01 00:00:00+00:00,49411.0
2014-08-01 00:00:00+00:00,1107984.0
2014-08-01 00:00:00+00:00,1610.0
2014-08-01 00:00:00+00:00,3324.0
2014-08-01 00:00:00+00:00,703.0
2014-08-01 00:00:00+00:00,4494.0
2014-08-01 00:00:00+00:00,433113.0
2014-09-01 00:00:00+00:00,54314.0
2014-09-01 00:00:00+00:00,3660.0
2014-09-01 00:00:00+00:00,309583.0
2014-09-01 00:00:00+00:00,999.0
2014-09-01 00:00:00+00:00,25280.0
2014-09-01 00:00:00+00:00,14204.0
2014-09-01 00:00:00+00:00,7820.0
2014-09-01 00:00:00+00:00,653929.0
2014-09-01 00:00:00+00:00,725133.0
2014-09-01 00:00:00+00:00,317342.0
2014-09-01 00:00:00+00:00,1450.0
2014-09-01 00:00:00+00:00,1528.0
2014-09-01 00:00:00+00:00,516609.0
2014-09-01 00:00:00+00:00,5502.0
2014-09-01 00:00:00+00:00,15294.0
2014-09-01 00:00:00+00:00,1232608.0
2014-10-01 00:00:00+00:00,15846.0
2014-10-01 00:00:00+00:00,1506.0
2014-10-01 00:00:00+00:00,379084.0
2014-10-01 00:00:00+00:00,777876.0
2014-10-01 00:00:00+00:00,365544.0
2014-10-01 00:00:00+00:00,1408325.0
2014-10-01 00:00:00+00:00,14483.0
2014-10-01 00:00:00+00:00,628282.0
2014-10-01 00:00:00+00:00,25935.0
2014-10-01 00:00:00+00:00,56.0
2014-10-01 00:00:00+00:00,60010.0
2014-10-01 00:00:00+00:00,571.0
2014-10-01 00:00:00+00:00,4222.0
2014-10-01 00:00:00+00:00,711971.0
2014-10-01 00:00:00+00:00,9223.0
2014-10-01 00:00:00+00:00,1778.0
2014-10-01 00:00:00+00:00,6531.0
2014-11-01 00:00:00+00:00,6776.0
2014-11-01 00:00:00+00:00,7837.0
2014-11-01 00:00:00+00:00,58058.0
2014-11-01 00:00:00+00:00,655704.0
2014-11-01 00:00:00+00:00,923.0
2014-11-01 00:00:00+00:00,350186.0
2014-11-01 00:00:00+00:00,1396687.0
2014-11-01 00:00:00+00:00,26254.0
2014-11-01 00:00:00+00:00,1634.0
2014-11-01 00:00:00+00:00,397705.0
2014-11-01 00:00:00+00:00,661498.0
2014-11-01 00:00:00+00:00,708946.0
2014-11-01 00:00:00+00:00,13858.0
2014-11-01 00:00:00+00:00,4378.0
2014-11-01 00:00:00+00:00,1130.0
2014-11-01 00:00:00+00:00,14736.0
2014-12-01 00:00:00+00:00,934.0
2014-12-01 00:00:00+00:00,1824.0
2014-12-01 00:00:00+00:00,430251.0
2014-12-01 00:00:00+00:00,778671.0
2014-12-01 00:00:00+00:00,1536.0
2014-12-01 00:00:00+00:00,9611.0
2014-12-01 00:00:00+00:00,517328.0
2014-12-01 00:00:00+00:00,8033.0
2014-12-01 00:00:00+00:00,27562.0
2014-12-01 00:00:00+00:00,16436.0
2014-12-01 00:00:00+00:00,623.0
2014-12-01 00:00:00+00:00,4227.0
2014-12-01 00:00:00+00:00,73211.0
2014-12-01 00:00:00+00:00,1719691.0
2014-12-01 00:00:00+00:00,862179.0
2014-12-01 00:00:00+00:00,835601.0
