month,doac_ddd
2010-08-01 00:00:00+00:00,2560.0
2010-08-01 00:00:00+00:00,310.0
2010-08-01 00:00:00+00:00,567.0
2010-08-01 00:00:00+00:00,38.0
2010-08-01 00:00:00+00:00,280.0
2010-08-01 00:00:00+00:00,1189.0
2010-09-01 00:00:00+00:00,134.0
2010-09-01 00:00:00+00:00,879.0
2010-09-01 00:00:00+00:00,158.0
2010-09-01 00:00:00+00:00,3032.0
2010-09-01 00:00:00+00:00,1307.0
2010-09-01 00:00:00+00:00,280.0
2010-10-01 00:00:00+00:00,2833.0
2010-10-01 00:00:00+00:00,1338.0
2010-10-01 00:00:00+00:00,146.0
2010-10-01 00:00:00+00:00,359.0
2010-10-01 00:00:00+00:00,1313.0
2010-10-01 00:00:00+00:00,106.0
2010-11-01 00:00:00+00:00,1812.0
2010-11-01 00:00:00+00:00,1025.0
2010-11-01 00:00:00+00:00,332.0
2010-11-01 00:00:00+00:00,690.0
2010-11-01 00:00:00+00:00,2770.0
2010-11-01 00:00:00+00:00,145.0
2010-12-01 00:00:00+00:00,2272.0
2010-12-01 00:00:00+00:00,360.0
2010-12-01 00:00:00+00:00,1849.0
2010-12-01 00:00:00+00:00,300.0
2010-12-01 00:00:00+00:00,1663.0
2010-12-01 00:00:00+00:00,94.0
2011-01-01 00:00:00+00:00,70.0
2011-01-01 00:00:00+00:00,1308.0
2011-01-01 00:00:00+00:00,436.0
2011-01-01 00:00:00+00:00,1491.0
2011-01-01 00:00:00+00:00,410.0
2011-01-01 00:00:00+00:00,1904.0
2011-02-01 00:00:00+00:00,532.0
2011-02-01 00:00:00+00:00,1922.0
2011-02-01 00:00:00+00:00,114.0
2011-02-01 00:00:00+00:00,2383.0
2011-02-01 00:00:00+00:00,386.0
2011-02-01 00:00:00+00:00,1752.0
2011-03-01 00:00:00+00:00,492.0
2011-03-01 00:00:00+00:00,516.0
2011-03-01 00:00:00+00:00,138.0
2011-03-01 00:00:00+00:00,2569.0
2011-03-01 00:00:00+00:00,2017.0
2011-03-01 00:00:00+00:00,1697.0
2011-04-01 00:00:00+00:00,20.0
2011-04-01 00:00:00+00:00,2694.0
2011-04-01 00:00:00+00:00,396.0
2011-04-01 00:00:00+00:00,2192.0
2011-04-01 00:00:00+00:00,808.0
2011-04-01 00:00:00+00:00,2692.0
2011-05-01 00:00:00+00:00,442.0
2011-05-01 00:00:00+00:00,36.0
2011-05-01 00:00:00+00:00,2850.0
2011-05-01 00:00:00+00:00,2569.0
2011-05-01 00:00:00+00:00,2327.0
2011-05-01 00:00:00+00:00,412.0
2011-06-01 00:00:00+00:00,3235.0
2011-06-01 00:00:00+00:00,2278.0
2011-06-01 00:00:00+00:00,720.0
2011-06-01 00:00:00+00:00,222.0
2011-06-01 00:00:00+00:00,3081.0
2011-06-01 00:00:00+00:00,88.0
2011-07-01 00:00:00+00:00,780.0
2011-07-01 00:00:00+00:00,3995.0
2011-07-01 00:00:00+00:00,3123.0
2011-07-01 00:00:00+00:00,77.0
2011-07-01 00:00:00+00:00,160.0
2011-07-01 00:00:00+00:00,2064.0
2011-08-01 00:00:00+00:00,28.0
2011-08-01 00:00:00+00:00,3774.0
2011-08-01 00:00:00+00:00,288.0
2011-08-01 00:00:00+00:00,134.0
2011-08-01 00:00:00+00:00,3459.0
2011-08-01 00:00:00+00:00,1745.0
2011-08-01 00:00:00+00:00,706.0
2011-09-01 00:00:00+00:00,238.0
2011-09-01 00:00:00+00:00,678.0
2011-09-01 00:00:00+00:00,5532.0
2011-09-01 00:00:00+00:00,1087.0
2011-09-01 00:00:00+00:00,7413.0
2011-09-01 00:00:00+00:00,15.0
2011-09-01 00:00:00+00:00,508.0
2011-09-01 00:00:00+00:00,1667.0
2011-10-01 00:00:00+00:00,30.0
2011-10-01 00:00:00+00:00,8960.0
2011-10-01 00:00:00+00:00,5654.0
2011-10-01 00:00:00+00:00,3872.0
2011-10-01 00:00:00+00:00,1128.0
2011-10-01 00:00:00+00:00,2152.0
2011-10-01 00:00:00+00:00,262.0
2011-10-01 00:00:00+00:00,468.0
2011-11-01 00:00:00+00:00,7157.0
2011-11-01 00:00:00+00:00,769.0
2011-11-01 00:00:00+00:00,2218.0
2011-11-01 00:00:00+00:00,30.0
2011-11-01 00:00:00+00:00,12713.0
2011-11-01 00:00:00+00:00,1148.0
2011-11-01 00:00:00+00:00,60.0
2011-11-01 00:00:00+00:00,6577.0
2011-11-01 00:00:00+00:00,680.0
2011-12-01 00:00:00+00:00,3.0
2011-12-01 00:00:00+00:00,870.0
2011-12-01 00:00:00+00:00,6425.0
2011-12-01 00:00:00+00:00,924.0
2011-12-01 00:00:00+00:00,1945.0
2011-12-01 00:00:00+00:00,2000.0
2011-12-01 00:00:00+00:00,12585.0
2011-12-01 00:00:00+00:00,18739.0
2012-01-01 00:00:00+00:00,6416.0
2012-01-01 00:00:00+00:00,28.0
2012-01-01 00:00:00+00:00,1862.0
2012-01-01 00:00:00+00:00,17196.0
2012-01-01 00:00:00+00:00,1387.0
2012-01-01 00:00:00+00:00,1522.0
2012-01-01 00:00:00+00:00,22577.0
2012-01-01 00:00:00+00:00,871.0
2012-01-01 00:00:00+00:00,106.0
2012-02-01 00:00:00+00:00,1186.0
2012-02-01 00:00:00+00:00,2689.0
2012-02-01 00:00:00+00:00,42.0
2012-02-01 00:00:00+00:00,18458.0
2012-02-01 00:00:00+00:00,120.0
2012-02-01 00:00:00+00:00,27397.0
2012-02-01 00:00:00+00:00,294.0
2012-02-01 00:00:00+00:00,60.0
2012-02-01 00:00:00+00:00,6623.0
2012-02-01 00:00:00+00:00,738.0
2012-02-01 00:00:00+00:00,744.0
2012-02-01 00:00:00+00:00,84.0
2012-03-01 00:00:00+00:00,1185.0
2012-03-01 00:00:00+00:00,486.0
2012-03-01 00:00:00+00:00,1890.0
2012-03-01 00:00:00+00:00,28.0
2012-03-01 00:00:00+00:00,27565.0
2012-03-01 00:00:00+00:00,7596.0
2012-03-01 00:00:00+00:00,3150.0
2012-03-01 00:00:00+00:00,1206.0
2012-03-01 00:00:00+00:00,208.0
2012-03-01 00:00:00+00:00,60.0
2012-03-01 00:00:00+00:00,38667.0
2012-04-01 00:00:00+00:00,33073.0
2012-04-01 00:00:00+00:00,448.0
2012-04-01 00:00:00+00:00,2336.0
2012-04-01 00:00:00+00:00,1336.0
2012-04-01 00:00:00+00:00,8927.0
2012-04-01 00:00:00+00:00,744.0
2012-04-01 00:00:00+00:00,56.0
2012-04-01 00:00:00+00:00,14.0
2012-04-01 00:00:00+00:00,28.0
2012-04-01 00:00:00+00:00,44360.0
2012-04-01 00:00:00+00:00,2733.0
2012-04-01 00:00:00+00:00,1537.0
2012-05-01 00:00:00+00:00,51824.0
2012-05-01 00:00:00+00:00,28.0
2012-05-01 00:00:00+00:00,1946.0
2012-05-01 00:00:00+00:00,28.0
2012-05-01 00:00:00+00:00,3154.0
2012-05-01 00:00:00+00:00,60.0
2012-05-01 00:00:00+00:00,68188.0
2012-05-01 00:00:00+00:00,8624.0
2012-05-01 00:00:00+00:00,4222.0
2012-05-01 00:00:00+00:00,679.0
2012-05-01 00:00:00+00:00,2740.0
2012-05-01 00:00:00+00:00,554.0
2012-06-01 00:00:00+00:00,4245.0
2012-06-01 00:00:00+00:00,2576.0
2012-06-01 00:00:00+00:00,9196.0
2012-06-01 00:00:00+00:00,105.0
2012-06-01 00:00:00+00:00,2454.0
2012-06-01 00:00:00+00:00,64887.0
2012-06-01 00:00:00+00:00,1498.0
2012-06-01 00:00:00+00:00,610.0
2012-06-01 00:00:00+00:00,28.0
2012-06-01 00:00:00+00:00,5693.0
2012-06-01 00:00:00+00:00,28.0
2012-06-01 00:00:00+00:00,120.0
2012-06-01 00:00:00+00:00,84488.0
2012-07-01 00:00:00+00:00,30.0
2012-07-01 00:00:00+00:00,3218.0
2012-07-01 00:00:00+00:00,3262.0
2012-07-01 00:00:00+00:00,56.0
2012-07-01 00:00:00+00:00,3653.0
2012-07-01 00:00:00+00:00,4967.0
2012-07-01 00:00:00+00:00,12828.0
2012-07-01 00:00:00+00:00,80.0
2012-07-01 00:00:00+00:00,9741.0
2012-07-01 00:00:00+00:00,82365.0
2012-07-01 00:00:00+00:00,30.0
2012-07-01 00:00:00+00:00,107841.0
2012-07-01 00:00:00+00:00,886.0
2012-08-01 00:00:00+00:00,139872.0
2012-08-01 00:00:00+00:00,5172.0
2012-08-01 00:00:00+00:00,4338.0
2012-08-01 00:00:00+00:00,964.0
2012-08-01 00:00:00+00:00,8654.0
2012-08-01 00:00:00+00:00,138.0
2012-08-01 00:00:00+00:00,19358.0
2012-08-01 00:00:00+00:00,7386.0
2012-08-01 00:00:00+00:00,30.0
2012-08-01 00:00:00+00:00,200.0
2012-08-01 00:00:00+00:00,58.0
2012-08-01 00:00:00+00:00,112408.0
2012-08-01 00:00:00+00:00,5179.0
2012-08-01 00:00:00+00:00,241.0
2012-09-01 00:00:00+00:00,212.0
2012-09-01 00:00:00+00:00,84.0
